VCHTYPE,DATE,PARTYLEDGERNAME, INVOICE NUMBER,LEDGERNAME/STOCKITEM,AMOUNT,DEPARTMENT
Sales,Dec-2023,Nirvana Hill Resort - STAAH,Rb/ST/23-24/1801,Monthly Fees  B E,1500,STAAH
Sales,Dec-2023,Nirvana Hill Resort - STAAH,Rb/ST/23-24/1801,Monthly Google Listing,2000,STAAH
Sales,Dec-2023,Pescador - Absolute Waterfront - STAAH,Rb/ST/23-24/1802,Booking Engine & C.M.S. (STAAH),5000,STAAH
Sales,Dec-2023,O Pierre - STAAH New,Rb/ST/23-24/1803,Booking Engine & C.M.S. (STAAH),3500,STAAH
Sales,Dec-2023,Ocean Suite (C) - STAAH,Rb/ST/23-24/1804,Monthly Fees C M,5000,STAAH
Sales,Dec-2023,Oxel House - STAAH New,Rb/ST/23-24/1805,Monthly Fees C M,1271.18,STAAH
Sales,Dec-2023,Phoenix Park Inn Resort - STAAH,Rb/ST/23-24/1806,Monthly Fees C M,4500,STAAH
Sales,Dec-2023,Pinto Rosario Square - Resort & Spa - STAAH,Rb/ST/23-24/1807,Booking Engine & C.M.S. (STAAH),4000,STAAH
Sales,Dec-2023,Prainha Resort By The Sea - STAAH,Rb/ST/23-24/1808,Monthly Fees C M,4500,STAAH
Sales,Dec-2023,Okean De Goa (DeSol) - STAAH,Rb/ST/23-24/1809,Monthly Fees C M,6000,STAAH
Sales,Dec-2023,Radisson Goa Candolim - STAAH,Rb/ST/23-24/1810,Monthly Fees C M,4500,STAAH
Sales,Dec-2023,Rendezvous Beach Resort - STAAH (C),Rb/ST/23-24/1811,Monthly Fees C M,4500,STAAH
Sales,Dec-2023,Resort De Alturas - STAAH,Rb/ST/23-24/1812,Monthly Fees C M,4500,STAAH
Sales,Dec-2023,Resort De Alturas - STAAH,Rb/ST/23-24/1812,Monthly Fees  B E,2000,STAAH
Sales,Dec-2023,Resort Rio - STAAH,Rb/ST/23-24/1813,Monthly Fees C M,5500,STAAH
Sales,Dec-2023,Resort Rio - STAAH,Rb/ST/23-24/1813,Monthly Fees  B E,2500,STAAH
Sales,Dec-2023,Resort Rio - STAAH,Rb/ST/23-24/1813,Monthly Google Listing,800,STAAH
Sales,Dec-2023,Resort Rio - STAAH,Rb/ST/23-24/1813,Monthly Fees RM,2500,STAAH
Sales,Dec-2023,Resort Rio - STAAH,Rb/ST/23-24/1813,Monthly Opera Fee,4500,STAAH
Sales,Dec-2023,Resort Rio - STAAH,Rb/ST/23-24/1813,Monthly Fee Travel Agent Module,2500,STAAH
Sales,Dec-2023,Resort Rio - STAAH,Rb/ST/23-24/1813,Monthly Gift Voucher Engine,3500,STAAH
Sales,Dec-2023,Resort The Lohias - STAAH,Rb/ST/23-24/1814,Monthly Fees C M,4500,STAAH
Sales,Dec-2023,Resort The Lohias - STAAH,Rb/ST/23-24/1814,Monthly Fees  B E,1500,STAAH
Sales,Dec-2023,Rio Boutique - STAAH,Rb/ST/23-24/1815,Monthly Fees C M,4000,STAAH
Sales,Dec-2023,Rio Boutique - STAAH,Rb/ST/23-24/1815,Monthly Fees  B E,2000,STAAH
Sales,Dec-2023,Rio Boutique - STAAH,Rb/ST/23-24/1815,Monthly Fees RM,1500,STAAH
Sales,Dec-2023,Rio Boutique - STAAH,Rb/ST/23-24/1815,Monthly Google Listing,800,STAAH
Sales,Dec-2023,Riva Beach Resort - STAAH,Rb/ST/23-24/1816,Monthly Fees C M,5000,STAAH
Sales,Dec-2023,Riva Beach Resort - STAAH,Rb/ST/23-24/1816,Monthly Fees  B E,1250,STAAH
Sales,Dec-2023,Riva Beach Resort - STAAH,Rb/ST/23-24/1816,Monthly Fees RM,2000,STAAH
Sales,Dec-2023,Riva Beach Resort - STAAH,Rb/ST/23-24/1816,Monthly Google Listing,2000,STAAH
Sales,Dec-2023,Riva Beach Resort - STAAH,Rb/ST/23-24/1816,Monthly Fee Travel Agent Module,2500,STAAH
Sales,Dec-2023,Riva Gold Coast - STAAH,Rb/ST/23-24/1817,Monthly Fees C M,4000,STAAH
Sales,Dec-2023,Riva Gold Coast - STAAH,Rb/ST/23-24/1817,Monthly Fees  B E,1500,STAAH
Sales,Dec-2023,Rivasa Resort - STAAH,Rb/ST/23-24/1818,Monthly Fees C M,2500,STAAH
Sales,Dec-2023,Salcete Beach Resort - STAAH,Rb/ST/23-24/1819,Monthly Fees C M,4500,STAAH
Sales,Dec-2023,Sandalwood Hotel & Retreat - STAAH,Rb/ST/23-24/1820,Monthly Fees C M,4000,STAAH
Sales,Dec-2023,Sanskruti Quality Resort - STAAH,Rb/ST/23-24/1821,Monthly CM (1),4500,STAAH
Sales,Dec-2023,Sea Mist Resorts - STAAH,Rb/ST/23-24/1822,Monthly Fees C M,4250,STAAH
Sales,Dec-2023,Sea Mist Resorts - STAAH,Rb/ST/23-24/1822,Monthly Fees  B E,2500,STAAH
Sales,Dec-2023,Sea Queen Beach Resort & Spa - STAAH,Rb/ST/23-24/1823,Monthly Fees C M,5500,STAAH
Sales,Dec-2023,Sea Queen Beach Resort & Spa - STAAH,Rb/ST/23-24/1823,Monthly Fees  B E,2000,STAAH
Sales,Dec-2023,Sea Queen Beach Resort & Spa - STAAH,Rb/ST/23-24/1823,Monthly Google Listing,2200,STAAH
Sales,Dec-2023,Sea Shell Villas - STAAH,Rb/ST/23-24/1824,Monthly Fees C M,5250,STAAH
Sales,Dec-2023,Sea Shell Villas - STAAH,Rb/ST/23-24/1824,Monthly Fees  B E,2750,STAAH
Sales,Dec-2023,Shanu's Seaside Inn - STAAH,Rb/ST/23-24/1825,Monthly Fees C M,5000,STAAH
Sales,Dec-2023,Shanu's Seaside Inn - STAAH,Rb/ST/23-24/1825,Monthly Fees  B E,2000,STAAH
Sales,Dec-2023,Shanu's Seaside Inn - STAAH,Rb/ST/23-24/1825,Monthly Google Listing,2500,STAAH
Sales,Dec-2023,Sibaya Beach Resort - STAAH,Rb/ST/23-24/1826,Monthly Fees C M,4000,STAAH
Sales,Dec-2023,Sibaya Beach Resort - STAAH,Rb/ST/23-24/1826,Monthly Fees  B E,1000,STAAH
Sales,Dec-2023,Silver Sands Hideaway - STAAH,Rb/ST/23-24/1827,Monthly Fees C M,4000,STAAH
Sales,Dec-2023,Silver Sands Hideaway - STAAH,Rb/ST/23-24/1827,Monthly Fees  B E,2250,STAAH
Sales,Dec-2023,Silver Sands Holiday Village - STAAH,Rb/ST/23-24/1828,Monthly Fees C M,4000,STAAH
Sales,Dec-2023,Silver Sands Holiday Village - STAAH,Rb/ST/23-24/1828,Monthly Fees  B E,2250,STAAH
Sales,Dec-2023,Silver Sands Serenity - STAAH,Rb/ST/23-24/1829,Monthly Fees C M,4000,STAAH
Sales,Dec-2023,Silver Sands Serenity - STAAH,Rb/ST/23-24/1829,Monthly Fees  B E,2250,STAAH
Sales,Dec-2023,Silver Sands Sunshine - STAAH,Rb/ST/23-24/1830,Monthly Fees C M,5000,STAAH
Sales,Dec-2023,Silver Sands Sunshine - STAAH,Rb/ST/23-24/1830,Monthly Fees  B E,2250,STAAH
Sales,Dec-2023,Sinq Properties - STAAH,Rb/ST/23-24/1831,Booking Engine & C.M.S. (STAAH),5500,STAAH
Sales,Dec-2023,Sinq Properties - STAAH,Rb/ST/23-24/1832,Booking Engine & C.M.S. (STAAH),5500,STAAH
