VCHTYPE,DATE,PARTYLEDGERNAME, INVOICE NUMBER,LEDGERNAME/STOCKITEM,AMOUNT,DEPARTMENT
Sales,Jun-2023,Marquis Beach Resort - STAAH,Rb/ST/23-24/496,Monthly Fees  B E,2500,STAAH
Sales,Jun-2023,Mateus Boutique Hotel - STAAH,Rb/ST/23-24/497,Monthly Fees C M,2500,STAAH
Sales,Jun-2023,Mi Casa by the Sea - STAAH,Rb/ST/23-24/498,Monthly Fees C M,2500,STAAH
Sales,Jun-2023,Naga Cottages - STAAH,Rb/ST/23-24/499,Monthly Fees C M,4000,STAAH
Sales,Jun-2023,Nanu Beach Resort - STAAH,Rb/ST/23-24/500,Monthly Fees C M,4500,STAAH
Sales,Jun-2023,Nanu Beach Resort - STAAH,Rb/ST/23-24/500,Monthly Fees  B E,1500,STAAH
Sales,Jun-2023,Nanu Beach Resort - STAAH,Rb/ST/23-24/500,Monthly Fees RM,1000,STAAH
Sales,Jun-2023,Nanu Beach Resort - STAAH,Rb/ST/23-24/500,Monthly Google Listing,1000,STAAH
Sales,Jun-2023,Nanu Resort Arambol - STAAH,Rb/ST/23-24/501,Monthly Fees C M,4500,STAAH
Sales,Jun-2023,Nanu Resort Arambol - STAAH,Rb/ST/23-24/501,Monthly Fees  B E,1500,STAAH
Sales,Jun-2023,Nanu Resort Arambol - STAAH,Rb/ST/23-24/501,Monthly Fees RM,1000,STAAH
Sales,Jun-2023,Nanu Resort Arambol - STAAH,Rb/ST/23-24/501,Monthly Google Listing,1000,STAAH
Sales,Jun-2023,Nanutel - STAAH,Rb/ST/23-24/502,Monthly Fees C M,4500,STAAH
Sales,Jun-2023,Nanutel - STAAH,Rb/ST/23-24/502,Monthly Fees  B E,1500,STAAH
Sales,Jun-2023,Nanutel - STAAH,Rb/ST/23-24/502,Monthly Fees RM,1000,STAAH
Sales,Jun-2023,Nanutel - STAAH,Rb/ST/23-24/502,Monthly Google Listing,1000,STAAH
Sales,Jun-2023,Nazri Resort - STAAH,Rb/ST/23-24/503,Booking Engine & C.M.S. (STAAH),4500,STAAH
Sales,Jun-2023,Neelam's The Grand - STAAH,Rb/ST/23-24/504,Monthly Fees C M,4000,STAAH
Sales,Jun-2023,Neelam's The Grand - STAAH,Rb/ST/23-24/504,Monthly Fees  B E,2250,STAAH
Sales,Jun-2023,Nilaya Hermitage 1 - STAAH,Rb/ST/23-24/505,Monthly Fees C M,4500,STAAH
Sales,Jun-2023,Nilaya Hermitage 1 - STAAH,Rb/ST/23-24/505,Monthly Fees  B E,2200,STAAH
Sales,Jun-2023,Nirvana Hill Resort - STAAH,Rb/ST/23-24/506,Monthly Fees C M,3500,STAAH
Sales,Jun-2023,Nirvana Hill Resort - STAAH,Rb/ST/23-24/506,Monthly Fees  B E,1500,STAAH
Sales,Jun-2023,Nirvana Hill Resort - STAAH,Rb/ST/23-24/506,Monthly Google Listing,2000,STAAH
Sales,Jun-2023,Pescador - Absolute Waterfront - STAAH,Rb/ST/23-24/507,Booking Engine & C.M.S. (STAAH),5000,STAAH
Sales,Jun-2023,O Pierre - STAAH New,Rb/ST/23-24/508,Booking Engine & C.M.S. (STAAH),3500,STAAH
Sales,Jun-2023,Ocean Suite (C) - STAAH,Rb/ST/23-24/509,Monthly Fees C M,5000,STAAH
Sales,Jun-2023,Oxel House - STAAH New,Rb/ST/23-24/510,Monthly Fees C M,1271.18,STAAH
Sales,Jun-2023,Phoenix Park Inn Resort - STAAH,Rb/ST/23-24/511,Monthly Fees C M,4500,STAAH
