VCHTYPE,DATE,PARTYLEDGERNAME, INVOICE NUMBER,LEDGERNAME/STOCKITEM,AMOUNT,DEPARTMENT
Sales,Oct-2023,Stonewood Village resort - STAAH,Rb/ST/23-24/1402,Monthly Fees C M,4000,STAAH
Sales,Oct-2023,Sun City Resort - STAAH,Rb/ST/23-24/1403,Monthly Fees C M,4250,STAAH
Sales,Oct-2023,Sun City Resort - STAAH,Rb/ST/23-24/1403,Monthly Fees  B E,1500,STAAH
Sales,Oct-2023,Sunset Beach Resort - STAAH,Rb/ST/23-24/1404,Monthly Fees C M,3500,STAAH
Sales,Oct-2023,Sunset Beach Resort - STAAH,Rb/ST/23-24/1404,Monthly Fees  B E,1500,STAAH
Sales,Oct-2023,Tangerine Boutique Resort - STAAH,Rb/ST/23-24/1405,Monthly Fees C M,4250,STAAH
Sales,Oct-2023,The Acacia Hotel & Spa Goa - STAAH,Rb/ST/23-24/1406,Monthly Fees C M,5250,STAAH
Sales,Oct-2023,The Acacia Hotel & Spa Goa - STAAH,Rb/ST/23-24/1406,Monthly Fees  B E,2750,STAAH
Sales,Oct-2023,The Acacia Hotel & Spa Goa - STAAH,Rb/ST/23-24/1406,Monthly Fees RM,2000,STAAH
Sales,Oct-2023,The Acacia Morjim Oceanfront - STAAH,Rb/ST/23-24/1407,Monthly Fees C M,5000,STAAH
Sales,Oct-2023,The Acacia Morjim Oceanfront - STAAH,Rb/ST/23-24/1407,Monthly Fees  B E,2500,STAAH
Sales,Oct-2023,The Acacia Morjim Oceanfront - STAAH,Rb/ST/23-24/1407,Monthly Fees RM,2000,STAAH
Sales,Oct-2023,The Baga Beach Resort - STAAH,Rb/ST/23-24/1408,Booking Engine & C.M.S. (STAAH),7000,STAAH
Sales,Oct-2023,The Crown - STAAH,Rb/ST/23-24/1409,Monthly Fees C M,5000,STAAH
Sales,Oct-2023,The Crown - STAAH,Rb/ST/23-24/1409,Monthly Fees  B E,2000,STAAH
Sales,Oct-2023,The Crown - STAAH,Rb/ST/23-24/1409,Monthly Google Listing,-1250,STAAH
Sales,Oct-2023,The Flora Grand - STAAH New,Rb/ST/23-24/1410,Monthly Fees C M,4500,STAAH
Sales,Oct-2023,The Flora Residency - STAAH New,Rb/ST/23-24/1411,Monthly Fees C M,4500,STAAH
Sales,Oct-2023,The HQ - STAAH,Rb/ST/23-24/1412,Monthly Fees C M,4000,STAAH
Sales,Oct-2023,The HQ - STAAH,Rb/ST/23-24/1412,Monthly Fees  B E,2000,STAAH
Sales,Oct-2023,The HQ - STAAH,Rb/ST/23-24/1412,Monthly Fees RM,2000,STAAH
Sales,Oct-2023,The Ocean Park (New) - STAAH,Rb/ST/23-24/1413,Monthly Fees C M,4500,STAAH
Sales,Oct-2023,The White Balcao - STAAH,Rb/ST/23-24/1414,Monthly Fees C M,2500,STAAH
Sales,Oct-2023,Ultimate Stay - STAAH,Rb/ST/23-24/1415,Monthly Fees C M,3500,STAAH
Sales,Oct-2023,Vacayom Homestay Hospitality - STAAH,Rb/ST/23-24/1416,Monthly Fees C M,3500,STAAH
Sales,Oct-2023,Varanda Do Mar - STAAH,Rb/ST/23-24/1417,Monthly Fees C M,5500,STAAH
Sales,Oct-2023,Varanda Do Mar - STAAH,Rb/ST/23-24/1417,Monthly Fees  B E,1500,STAAH
Sales,Oct-2023,Vedic Resorts & Hotels Pvt. Ltd - STAAH,Rb/ST/23-24/1418,Monthly CM (1),4500,STAAH
Sales,Oct-2023,Vedic Resorts & Hotels Pvt. Ltd - STAAH,Rb/ST/23-24/1418,Monthly BE (1),2500,STAAH
Sales,Oct-2023,Vedic Resorts & Hotels Pvt. Ltd - STAAH,Rb/ST/23-24/1418,Monthly Fees RM (1),2500,STAAH
Sales,Oct-2023,Vedic Resorts & Hotels Pvt. Ltd - STAAH,Rb/ST/23-24/1418,Monthly Google Listing  (1),2500,STAAH
Sales,Oct-2023,Veera Strand Park Serviced Apartments - STAAH,Rb/ST/23-24/1419,Booking Engine & C.M.S. (STAAH),4500,STAAH
Sales,Oct-2023,Villa De Orange - STAAH,Rb/ST/23-24/1420,Monthly Fees C M,4000,STAAH
Sales,Oct-2023,Viva Hotel -  STAAH,Rb/ST/23-24/1421,Monthly Fees C M,3500,STAAH
Sales,Oct-2023,Viva Hotel -  STAAH,Rb/ST/23-24/1421,Monthly Fees  B E,1500,STAAH
Sales,Oct-2023,Vivenda Rebelo - STAAH New,Rb/ST/23-24/1422,Monthly Fees C M,3000,STAAH
Sales,Oct-2023,Whispering Palms - STAAH,Rb/ST/23-24/1423,Booking Engine & C.M.S. (STAAH),8000,STAAH
Sales,Oct-2023,Whispering Palms - STAAH,Rb/ST/23-24/1423,Monthly Google Listing,2500,STAAH
Sales,Oct-2023,White Square Nirvana - STAAH,Rb/ST/23-24/1424,Booking Engine & C.M.S. (STAAH),4000,STAAH
Sales,Oct-2023,White Woods Resort & Spa - STAAH,Rb/ST/23-24/1425,Monthly Fees C M,4000,STAAH
Sales,Oct-2023,Wood House Beach Resort - STAAH,Rb/ST/23-24/1426,Monthly Fees C M,4000,STAAH
Sales,Oct-2023,YU Hotel - STAAH,Rb/ST/23-24/1427,Monthly Fees C M,4500,STAAH
Sales,Oct-2023,YU Hotel - STAAH,Rb/ST/23-24/1427,Monthly Fees  B E,2000,STAAH
Sales,Oct-2023,YU Hotel - STAAH,Rb/ST/23-24/1427,Monthly Google Listing,2000,STAAH
Sales,Oct-2023,Bellflower Alidia Beach Resort - STAAH,Rb/ST/23-24/1428,Monthly Fees C M,12750,STAAH
Sales,Oct-2023,Coquerial Holiday Homes - STAAH,Rb/ST/23-24/1429,Booking Engine & C.M.S. (STAAH),4500,STAAH
Sales,Oct-2023,Aurum Resort - STAAH,Rb/ST/23-24/1430,Monthly Fees C M,3500,STAAH
Sales,Oct-2023,Montego Bay Beach Village - STAAH,Rb/ST/23-24/1431,Booking Engine & C.M.S. (STAAH),3000,STAAH
Sales,Oct-2023,Tanzanite Cottages - STAAH,Rb/ST/23-24/1432,Monthly Fees C M,3500,STAAH
Sales,Oct-2023,Vaayu Kula - STAAH,Rb/ST/23-24/1433,Monthly Fees C M,4500,STAAH
Sales,Oct-2023,Vaayu Kula - STAAH,Rb/ST/23-24/1433,Monthly Fees  B E,2250,STAAH
Sales,Oct-2023,Henry's Place - STAAH,Rb/ST/23-24/1434,Monthly Fees C M,3500,STAAH
Sales,Oct-2023,Revathi Resorts -  STAAH,Rb/ST/23-24/1435,Monthly CM (1),4000,STAAH
Sales,Oct-2023,Hotel Bom Sucesso - STAAH,Rb/ST/23-24/1436,Monthly Fees C M,4000,STAAH
Sales,Oct-2023,Twin Fountain by Baywatch Express -STAAH,Rb/ST/23-24/1437,Monthly Fees C M,4000,STAAH
Sales,Oct-2023,Twin Fountain by Baywatch Express -STAAH,Rb/ST/23-24/1437,Monthly Fees  B E,1500,STAAH
Sales,Oct-2023,Alaya Villas - STAAH,Rb/ST/23-24/1438,Monthly Fees C M,4500,STAAH
Sales,Oct-2023,Palmarinha De Goa - STAAH,Rb/ST/23-24/1439,Monthly Fees C M,3500,STAAH
Sales,Oct-2023,Palmarinha De Goa - STAAH,Rb/ST/23-24/1439,Monthly Fees  B E,1500,STAAH
Sales,Oct-2023,Coconut Grove - STAAH (New),Rb/ST/23-24/1440,Monthly Fees C M,4500,STAAH
Sales,Oct-2023,Coastal Pearl - STAAH,Rb/ST/23-24/1441,Monthly Fees C M,3500,STAAH
Sales,Oct-2023,Wigwam Mandrem - STAAH,Rb/ST/23-24/1442,Monthly Fees C M,4000,STAAH
Sales,Oct-2023,Wigwam Mandrem - STAAH,Rb/ST/23-24/1442,Monthly Fees  B E,2000,STAAH
Sales,Oct-2023,Skylight Royal Stay - STAAH,Rb/ST/23-24/1443,Monthly Fees C M,3500,STAAH
Sales,Oct-2023,Melhor Stay - STAAH,Rb/ST/23-24/1444,Monthly Fees C M,24900,STAAH
Sales,Oct-2023,Melhor Stay - STAAH,Rb/ST/23-24/1444,Monthly Fees  B E,4500,STAAH
Sales,Oct-2023,Nova Express De Mandarin - STAAH,Rb/ST/23-24/1445,Monthly CM (1),6500,STAAH
Sales,Oct-2023,Nova Express De Mandarin - STAAH,Rb/ST/23-24/1445,Monthly BE (1),2500,STAAH
Sales,Oct-2023,Nova Express De Mandarin - STAAH,Rb/ST/23-24/1445,Monthly Google Listing  (1),1500,STAAH
Sales,Oct-2023,Bis-Lin Homestay - STAAH,Rb/ST/23-24/1446,Monthly Fees C M,1500,STAAH
Sales,Oct-2023,Bis-Lin Homestay - STAAH,Rb/ST/23-24/1446,Monthly Fees  B E,1500,STAAH
Sales,Oct-2023,Bis-Lin Homestay - STAAH,Rb/ST/23-24/1446,Monthly Fees C M,750,STAAH
Sales,Oct-2023,De Amour Holiday - STAAH,Rb/ST/23-24/1447,Monthly Fees C M,6000,STAAH
Sales,Oct-2023,Bella Villa - STAAH,Rb/ST/23-24/1448,Monthly Fees C M,3500,STAAH
Sales,Oct-2023,The Cresent - STAAH,Rb/ST/23-24/1449,Monthly Fees C M,5500,STAAH
Sales,Oct-2023,Vedana Retreat - STAAH,Rb/ST/23-24/1450,Monthly Fees C M,3500,STAAH
Sales,Oct-2023,Casa Amarela (New) - STAAH,Rb/ST/23-24/1451,Monthly Fees C M,3250,STAAH
Sales,Oct-2023,Sea View Holidays - STAAH,Rb/ST/23-24/1452,Monthly Fees C M,3500,STAAH
Sales,Oct-2023,Mademoiselle - STAAH New (Thunder LLP),Rb/ST/23-24/1453,Monthly Fees C M,3500,STAAH
Sales,Oct-2023,Artistry Suites - STAAH (New),Rb/ST/23-24/1454,Monthly Fees C M,5000,STAAH
Sales,Oct-2023,Crystal Village - STAAH,Rb/ST/23-24/1455,Monthly Fees C M,4000,STAAH
Sales,Oct-2023,Turtle Beach Resort - STAAH,Rb/ST/23-24/1456,Monthly Fees C M,4000,STAAH
Sales,Oct-2023,Turtle Beach Resort - STAAH,Rb/ST/23-24/1456,Monthly Fees  B E,2500,STAAH
Sales,Oct-2023,Turtle Beach Resort - STAAH,Rb/ST/23-24/1456,Monthly Google Listing,1500,STAAH
Sales,Oct-2023,The Sylvan Retreat - STAAH,Rb/ST/23-24/1457,Monthly CM (1),3500,STAAH
Sales,Oct-2023,The Sylvan Retreat - STAAH,Rb/ST/23-24/1457,Monthly BE (1),2000,STAAH
Sales,Oct-2023,Casa De Paz - STAAH,Rb/ST/23-24/1458,Monthly Fees C M,3250,STAAH
Sales,Oct-2023,Tranquill Riverside Luxury Cottages - STAAH,Rb/ST/23-24/1459,Monthly Fees C M,4000,STAAH
Sales,Oct-2023,Sukcheewa Residence Phuket - STAAH,Rb/ST/23-24/1460,Monthly Fees C M,4483.05,STAAH
Sales,Oct-2023,Maan Vilas by Stonewoods - STAAH,Rb/ST/23-24/1461,Monthly CM (1),4000,STAAH
Sales,Oct-2023,Mangal Farmstay - STAAH,Rb/ST/23-24/1463,Booking Engine & C.M.S. (STAAH),5000,STAAH
Sales,Oct-2023,Green Valley Beach Resort - STAAH,Rb/ST/23-24/1464,Monthly Fees C M,4500,STAAH
Sales,Oct-2023,Green Valley Beach Resort - STAAH,Rb/ST/23-24/1464,Monthly Fees  B E,2250,STAAH
Sales,Oct-2023,Ruhe Stay Villas - STAAH,Rb/ST/23-24/1465,Monthly Fees C M,6000,STAAH
Sales,Oct-2023,Mandrem Beach Resort - STAAH,Rb/ST/23-24/1466,Monthly Fees C M,4500,STAAH
Sales,Oct-2023,Bellagio Rezidencia - STAAH,Rb/ST/23-24/1467,Monthly Fees C M,4000,STAAH
Sales,Oct-2023,Jambul Cafe & Stay - STAAH,Rb/ST/23-24/1468,Monthly Fees C M,3250,STAAH
Sales,Oct-2023,JBL Guest House - STAAH,Rb/ST/23-24/1469,Monthly Fees C M,3500,STAAH
Sales,Oct-2023,Tan N Sands - STAAH,Rb/ST/23-24/1470,Monthly Fees C M,3774,STAAH
Sales,Oct-2023,Tan N Sands - STAAH,Rb/ST/23-24/1470,Monthly Fees  B E,1500,STAAH
Sales,Oct-2023,Mountain Retreat Kodai - STAAH,Rb/ST/23-24/1471,Monthly CM (1),1032,STAAH
Sales,Oct-2023,Mountain Retreat Kodai - STAAH,Rb/ST/23-24/1471,Monthly BE (1),387,STAAH
Sales,Oct-2023,Whispering Palms Hotel Jaipur - STAAH,Rb/ST/23-24/1472,Monthly CM (1),4500,STAAH
Sales,Oct-2023,Whispering Palms Hotel Jaipur - STAAH,Rb/ST/23-24/1472,Monthly BE (1),2500,STAAH
Sales,Oct-2023,Whispering Palms Hotel Jaipur - STAAH,Rb/ST/23-24/1472,Monthly Google Listing  (1),2500,STAAH
Sales,Oct-2023,Peninsula Beach Resort - STAAH,Rb/ST/23-24/1473,Monthly Fees C M,3500,STAAH
Sales,Oct-2023,Nova Candolim by Sudhanand - STAAH,Rb/ST/23-24/1474,Monthly Fees C M,3500,STAAH
Sales,Oct-2023,Sudhanand Four Seasons - Staah,Rb/ST/23-24/1475,Monthly CM (1),2032,STAAH
Sales,Oct-2023,Quinta Da Branca - STAAH,Rb/ST/23-24/1476,Monthly Fees C M,4500,STAAH
Sales,Oct-2023,Priti Guest House - STAAH,Rb/ST/23-24/1477,Monthly Fees C M,3500,STAAH
Sales,Oct-2023,Casa Eternal - STAAH,Rb/ST/23-24/1478,Monthly Fees C M,2484,STAAH
Sales,Oct-2023,Riva Boutique Apartements - STAAH,Rb/ST/23-24/1479,Monthly Fees C M,3500,STAAH
Sales,Oct-2023,Aulakh The Great Ocean View - STAAH,Rb/ST/23-24/1480,Monthly CM (1),3500,STAAH
Sales,Oct-2023,Grand Inn Morjim - STAAH,Rb/ST/23-24/1481,Monthly Fees C M,4677,STAAH
Sales,Oct-2023,Wild Flower Villas,Rub/23-24/DH/392,Registration of,17300,Domain And Hosting
Sales,Oct-2023,Automobile Corporation of Goa Ltd,Rub/23-24/DH/393,Renewal of Hostings,11340,Domain And Hosting
Sales,Oct-2023,Automobile Corporation of Goa Ltd,Rub/23-24/DH/394,Renewal of Hostings,3780,Domain And Hosting
Sales,Oct-2023,The Southern Deck,Rub/23-24/DG/395,Social Media Optimisation,45000,Digital Media
Sales,Oct-2023,The Southern Deck,Rub/23-24/Seo396,Search Engine Optimisation,25000,Digital Media
Sales,Oct-2023,The Southern Deck,Rub/23-24/Seo397,Search Engine Optimisation,25000,Digital Media
Sales,Oct-2023,Rio Management Services Private Linited,Rub/23-24/DG/398,Social Media Marketing,100000,Digital Media
Sales,Oct-2023,Rio Management Services Private Linited,Rub/23-24/DG/398,You Tube Agency Fess,6000,Digital Media
Sales,Oct-2023,Rio Management Services Private Linited,Rub/23-24/DG/398,You Tube Content Management Fees,8000,Digital Media
Sales,Oct-2023,Rio Management Services Private Linited,Rub/23-24/DG/399,Google Adwords for the Website,30000,Digital Media
Sales,Oct-2023,Rio Management Services Private Linited,Rub/23-24/DG/399,Social Media Management,16000,Digital Media
Sales,Oct-2023,Rio Management Services Private Linited,Rub/23-24/DG/399,Influencer Marketing,20000,Digital Media
Sales,Oct-2023,Rio Boutique - DG,Rub/23-24/DG/400,Social Media,50000,Digital Media
Sales,Oct-2023,Fahrenheit Hotels and Resorts - DG,Rub/23-24/DG/401,Google Adwords  Management,18000,Digital Media
Sales,Oct-2023,Chances Casino Resort ( DG ),Rub/23-24/DG/402,Social Media Optimisation,25000,Digital Media
Sales,Oct-2023,Chances Casino Resort ( DG ),Rub/23-24/DG/402,Search Engine Optimisation,15000,Digital Media
Sales,Oct-2023,Sea Shell Hospitality,Rub/23-24/DG/403,Google Adwords Commission,18000,Digital Media
Sales,Oct-2023,Sea Shell Hospitality,Rub/23-24/DG/404,Search Engine Optimisation,15000,Digital Media
Sales,Oct-2023,Chowgule Brothers Private Limited,Rub/23-24/seo405,SEO,30000,Digital Media
Sales,Oct-2023,Classic Squares Realty Pvt Ltd,Rub/23-24/DG/406,Search Engine Optimisation,15000,Digital Media
Sales,Oct-2023,Classic Squares Realty Pvt Ltd,Rub/23-24/DG/407,Google Ads Commission,15000,Digital Media
Sales,Oct-2023,Classic Squares Realty Pvt Ltd,Rub/23-24/DG/408,Google Ads Commission,15000,Digital Media
Sales,Oct-2023,Classic Squares Pvt. Ltd. (Hospitality Division ),Rub/23-24/DG/409,Google Ads Commission,15000,Digital Media
Sales,Oct-2023,Pavnai Industries,Rub/23-24/DG/410,Search Engine Optimisation,15000,Digital Media
Sales,Oct-2023,Bogmallo Beach Resorts,Rub/23-24/Seo411,Search Engine Optimisation,18000,Digital Media
Sales,Oct-2023,Casa Ibrahim,Rub/23-24/DG/412,Search Engine Optimisation,15000,Digital Media
Sales,Oct-2023,Chowgule Warehousing & Logistics Services Pvt Ltd 1,Rub/23-24/DG/413,SEO,24000,Digital Media
Sales,Oct-2023,YU HOTEL,Rub/23-24/Seo414,Search Engine Optimisation,10000,Digital Media
Sales,Oct-2023,Shetyevision Hospital Pvt Ltd,Rub/23-24/DG/415,Search Engine Optimisation,15000,Digital Media
Sales,Oct-2023,Shetyevision Hospital Pvt Ltd,Rub/23-24/DG/415,Social Media Optimisation,15000,Digital Media
Sales,Oct-2023,Credai Goa 1,Rub/23-24/DH/416,Renewal of Domain Name,1350,Domain And Hosting
Sales,Oct-2023,Credai Goa 1,Rub/23-24/DH/416,Renewal of Hosting,4000,Domain And Hosting
Sales,Oct-2023,Credai Goa 1,Rub/23-24/DH/416,Renewal of Cpanel License,500,Domain And Hosting
Sales,Oct-2023,Credai Goa 1,Rub/23-24/DH/416,Support Charges (Optional),3000,Domain And Hosting
Sales,Oct-2023,Revpar,Rub/23-24/DH/417,Renewal of Hosting,6500,Domain And Hosting
Sales,Oct-2023,Crp Enterprises,Rub/23-24/DH/418,Renewal of Domain Name,1350,Domain And Hosting
Sales,Oct-2023,Crp Enterprises,Rub/23-24/DH/418,Renewal of Hosting,1750,Domain And Hosting
Sales,Oct-2023,Crp Enterprises,Rub/23-24/DH/418,Renewal of Cpanel License,500,Domain And Hosting
Sales,Oct-2023,Villa De Orange,Rub/23-24/DH/419,Renewal of Domain Name,1350,Domain And Hosting
Sales,Oct-2023,Villa De Orange,Rub/23-24/DH/419,Renewal of Hosting,6000,Domain And Hosting
Sales,Oct-2023,Villa De Orange,Rub/23-24/DH/419,Renewal of Cpanel License,500,Domain And Hosting
Sales,Oct-2023,Rendezvous Beach Resort - STAAH (C),Rub/23-24/DH/420,Renewal of Domain Name & Hosting Charges,8000,Domain And Hosting
Sales,Oct-2023,Manisha & Dinar Tarcar Foundation,Rub/23-24/DH/421,Renewal of Domain Name,1350,Domain And Hosting
Sales,Oct-2023,Manisha & Dinar Tarcar Foundation,Rub/23-24/DH/421,Renewal of Hosting,3000,Domain And Hosting
Sales,Oct-2023,Manisha & Dinar Tarcar Foundation,Rub/23-24/DH/421,Renewal of Cpanel License,500,Domain And Hosting
Sales,Oct-2023,Scholar Builders Pvt. Ltd.,Rub/23-24/DH/422,Renewal of Domain Names,2700,Domain And Hosting
Sales,Oct-2023,Scholar Builders Pvt. Ltd.,Rub/23-24/DH/422,Renewal of Hosting,6000,Domain And Hosting
Sales,Oct-2023,Scholar Builders Pvt. Ltd.,Rub/23-24/DH/422,Renewal of Cpanel License,500,Domain And Hosting
Sales,Oct-2023,Rio Management Services Private Linited,Rub/23-24/DG/423,Designing of Brochure,18000,Branding
Sales,Oct-2023,Rio Management Services Private Linited,Rub/23-24/up/424,Updates and Changes,7600,Maintenance Of Website
Sales,Oct-2023,Fahrenheit Hotels and Resorts - DG,Rub/23-24/DG/425,Artwork Design Fees,10000,null
Sales,Oct-2023,Fahrenheit Hotels and Resorts - DG,Rub/23-24/DG/425,Social Media Campaign,12000,Digital Media
Sales,Oct-2023,Chowgule Brothers Private Limited,Rub/23-24/DH/426,Renewal of Domain Name,1350,Domain And Hosting
Sales,Oct-2023,Chowgule Brothers Private Limited,Rub/23-24/DH/426,Renewal of Hosting,7800,Domain And Hosting
Sales,Oct-2023,Chowgule Brothers Private Limited,Rub/23-24/DH/426,Renewal of Cpanel License,500,Domain And Hosting
Sales,Oct-2023,Reynold Events and Promotions,Rub/23-24/DH/427,Renewal of Domain Name,1350,Domain And Hosting
Sales,Oct-2023,Reynold Events and Promotions,Rub/23-24/DH/427,Renewal of Hosting,15000,Domain And Hosting
Sales,Oct-2023,Reynold Events and Promotions,Rub/23-24/DH/427,Renewal of Cpanel License,500,Domain And Hosting
Sales,Oct-2023,Angre Port Pvt. Ltd,Rub/23-24/DH/428,Renewal of Domain Name,1350,Domain And Hosting
Sales,Oct-2023,Angre Port Pvt. Ltd,Rub/23-24/DH/428,Renewal of Hosting,1750,Domain And Hosting
Sales,Oct-2023,Angre Port Pvt. Ltd,Rub/23-24/DH/428,Renewal of Cpanel License,500,Domain And Hosting
Sales,Oct-2023,Hallmark Holiday Home,Rub/23-24/web429,Website Development,16875,Website Development
Sales,Oct-2023,Hallmark Holiday Home,Rub/23-24/web429,Annual Maintenance,5625,Maintenance Of Website
Sales,Oct-2023,Hallmark Holiday Home,Rub/23-24/web429,Domain and Hosting,6000,null
Sales,Oct-2023,Reira Consturction Private Limited,Rub/23-24/anu430,Annual Maintenance,5000,Maintenance Of Website
Sales,Oct-2023,Joecons Marine Exports Private Limited,Rub/23-24/DH/431,Registration of Domain Name,2750,Domain And Hosting
Sales,Oct-2023,Joecons Marine Exports Private Limited,Rub/23-24/DH/431,Registration of,500,Domain And Hosting
Sales,Oct-2023,Yolanda Souza,Rub/23-24/DH/432,Renewal of Domain Name,1350,Domain And Hosting
Sales,Oct-2023,Yolanda Souza,Rub/23-24/DH/432,Renewal of Hosting,4000,Domain And Hosting
Sales,Oct-2023,Yolanda Souza,Rub/23-24/DH/432,Renewal of Cpanel License,500,Domain And Hosting
Sales,Oct-2023,Models Construction Pvt Ltd,Rub/23-24/DH/433,Renewal of Domain Name,1350,Domain And Hosting
Sales,Oct-2023,Models Construction Pvt Ltd,Rub/23-24/DH/433,Renewal of Hosting,21500,Domain And Hosting
Sales,Oct-2023,Viva Hotel(Website),Rub/23-24/DH/434,Renewal of Hosting,4000,Domain And Hosting
Sales,Oct-2023,Charles Correa Foundation 1,Rub/23-24/DH/435,Renewal of Domain Name,1350,Domain And Hosting
Sales,Oct-2023,Anant Infomedia Private Limited,Rub/23-24/DH/436,Renewal of Domain Name,1350,Domain And Hosting
Sales,Oct-2023,Karma Foods I,Rub/23-24/DH/437,Renewal of Domain Name,1350,Domain And Hosting
Sales,Oct-2023,Karma Foods I,Rub/23-24/DH/437,Renewal of Hosting,3000,Domain And Hosting
Sales,Oct-2023,Karma Foods I,Rub/23-24/DH/437,Renewal of Cpanel License,500,Domain And Hosting
Sales,Oct-2023,Bandekar Brothers Pvt. Ltd,Rub/23-24/DH/438,Renewal of Domain Name,1350,Domain And Hosting
Sales,Oct-2023,Casabela (C) - STAAH,Rb/ST/23-24/1482,Monthly Fees C M,3500,STAAH
Sales,Oct-2023,Goan Cafe Beach Resort - STAAH,Rb/ST/23-24/1483,Monthly Fees C M,3048,STAAH
Sales,Oct-2023,Prainha Resort(Domain),Rub/23-24/DH/440,Renewal of Domain Name,1350,Domain And Hosting
Sales,Oct-2023,Prainha Resort(Domain),Rub/23-24/DH/440,Renewal of Hosting,24500,Domain And Hosting
Sales,Oct-2023,Prainha Resort(Domain),Rub/23-24/DH/440,Renewal of Cpanel License,500,Domain And Hosting
Sales,Oct-2023,Dream Catcher Beach Resort - STAAH,Rb/ST/23-24/1484,Booking Engine & C.M.S. (STAAH),60000,STAAH
Sales,Oct-2023,Goa State Infra Structure Pvt. Ltd.,Rub/23-24/DH/442,Renewal of Domain Name,1350,Domain And Hosting
Sales,Oct-2023,Goa State Infra Structure Pvt. Ltd.,Rub/23-24/DH/442,Renewal of Hosting,25000,Domain And Hosting
Sales,Oct-2023,Goa State Infra Structure Pvt. Ltd.,Rub/23-24/DH/442,Renewal of Cpanel License,500,Domain And Hosting
Sales,Oct-2023,Nanu Resorts Pvt. Ltd,Rub/23-24/DH/443,Renewal of,30000,Domain And Hosting
Sales,Oct-2023,Nanu Resorts Pvt. Ltd,Rub/23-24/DH/443,Renewal of,3500,Domain And Hosting
Sales,Oct-2023,Salgaonkar Medical Research Centre,Rub/23-24/DH/444,Renewal of Hosting,8000,Domain And Hosting
Sales,Oct-2023,Salgaonkar Medical Research Centre,Rub/23-24/DH/444,Renewal of Cpanel License,500,Domain And Hosting
Sales,Oct-2023,Classic Squares Realty Pvt Ltd,Rub/23-24/DH/445,Renewal of Domain Name,1350,Domain And Hosting
Sales,Oct-2023,Classic Squares Realty Pvt Ltd,Rub/23-24/DH/445,Renewal of Hosting,7500,Domain And Hosting
Sales,Oct-2023,Classic Squares Realty Pvt Ltd,Rub/23-24/DH/445,Renewal of Cpanel License,500,Domain And Hosting
Sales,Oct-2023,Hallmark Holiday Home,Rub/23-24/web446,Website Development,5625,Website Development
Sales,Oct-2023,Hallmark Holiday Home,Rub/23-24/web446,Annual Maintenance,1875,Maintenance Of Website
Sales,Oct-2023,Hallmark Holiday Home,Rub/23-24/web446,Domain and Hosting,2000,null
Sales,Oct-2023,Argo by Trance - STAAH,Rb/ST/23-24/1485,Set Up C M,6000,STAAH
Sales,Oct-2023,Argo by Trance - STAAH,Rb/ST/23-24/1485,Setup PMS,6000,STAAH
Sales,Oct-2023,Argo by Trance - STAAH,Rb/ST/23-24/1485,Monthly Fees C M,4000,STAAH
Sales,Oct-2023,Azalea by Stone Wood - STAAH,Rb/ST/23-24/1486,Set Up C M,6000,STAAH
Sales,Oct-2023,Azalea by Stone Wood - STAAH,Rb/ST/23-24/1486,Set Up B E,5000,STAAH
Sales,Oct-2023,Azalea by Stone Wood - STAAH,Rb/ST/23-24/1486,Monthly Fees C M,4000,STAAH
Sales,Oct-2023,Naga Cottages - STAAH,Rb/ST/23-24/1487,Set Up C M,6000,STAAH
Sales,Oct-2023,Naga Cottages - STAAH,Rb/ST/23-24/1487,Monthly Fees C M,4000,STAAH
Sales,Oct-2023,Hotel Royal Altis - STAAH,Rb/ST/23-24/1488,Set Up C M,6000,STAAH
Sales,Oct-2023,Hotel Royal Altis - STAAH,Rb/ST/23-24/1488,Set Up B E,3000,STAAH
Sales,Oct-2023,Hotel Royal Altis - STAAH,Rb/ST/23-24/1488,Setup Payment Gateway,9000,STAAH
Sales,Oct-2023,Hotel Royal Altis - STAAH,Rb/ST/23-24/1488,Monthly Fees C M,3500,STAAH
Sales,Oct-2023,Hotel Royal Altis - STAAH,Rb/ST/23-24/1488,Monthly Fees  B E,1500,STAAH
Credit Note,Oct-2023,Eleven Hotels - STAAH,16,Monthly Fees C M,-5000,STAAH
Credit Note,Oct-2023,Eleven Hotels - STAAH,17,Monthly Fees C M,-5000,STAAH
Credit Note,Oct-2023,Eleven Hotels - STAAH,18,Monthly Fees C M,-5000,STAAH
Sales,Oct-2023,Linc Property Developers Pvt Ltd (DG),Rub/23-24/DG/447,Search Engine Optimisation,15000,Digital Media
Sales,Oct-2023,Linc Property Developers Pvt Ltd (DG),Rub/23-24/DG/447,Google Ads Commission,12000,Digital Media
Sales,Oct-2023,Devaaya,Rub/23-24/DH/448,Renewal of Domain Name,1350,Domain And Hosting
Sales,Oct-2023,Devaaya,Rub/23-24/DH/448,Renewal of Hosting,9300,Domain And Hosting
Sales,Oct-2023,Chowgule Lavgan Shiprepair Private Limited,Rub/22-23/DH/449,Renewal of Domain Names,5400,Domain And Hosting
Sales,Oct-2023,Chowgule Industries Private Limited,Rub/22-23/DH/450,Renewal of Domain Name,1350,Domain And Hosting
Sales,Oct-2023,Chowgule Brothers Private Limited,Rub/23-24/DH/451,Renewal of Domain Name,1350,Domain And Hosting
