VCHTYPE,DATE,VCHSTATUSDATE,NARRATION,ENTEREDBY,CMPGSTIN,VOUCHERTYPENAME,PARTYLEDGERNAME,VOUCHERNUMBER,CMPGSTREGISTRATIONTYPE,CMPGSTSTATE,NUMBERINGSTYLE,VCHSTATUSVOUCHERTYPE,VCHSTATUSTAXUNIT,VCHENTRYMODE,EFFECTIVEDATE,ALTERID,MASTERID,VOUCHERKEY,VOUCHERRETAINKEY,LEDGERNAME,GSTCLASS,AMOUNT,VATEXPAMOUNT,LEDGERNAME,GSTCLASS,AMOUNT,VATEXPAMOUNT
Sales,Thu Jun 01 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 01 2023 05:30:00 GMT+0530 (India Standard Time),June 2023,chelsea,30AAECR9843B1ZN,Sales,Maan Vilas by Stonewoods - STAAH,Rb/ST/23-24/613,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Thu Jun 01 2023 05:30:00 GMT+0530 (India Standard Time), 116551, 69026,193604240803472,68865,,,0,0,,,0,0
Sales,Thu Jun 01 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 01 2023 05:30:00 GMT+0530 (India Standard Time),June 2023,chelsea,30AAECR9843B1ZN,Sales,Jeromes Holiday Inn - STAAH,Rb/ST/23-24/614,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Thu Jun 01 2023 05:30:00 GMT+0530 (India Standard Time), 116552, 69027,193604240803480,68869,,,0,0,,,0,0
Sales,Thu Jun 01 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 01 2023 05:30:00 GMT+0530 (India Standard Time),June 2023,chelsea,30AAECR9843B1ZN,Sales,Eleven Hotels - STAAH,Rb/ST/23-24/615,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Thu Jun 01 2023 05:30:00 GMT+0530 (India Standard Time), 116553, 69028,193604240803488,68873,,,0,0,,,0,0
Sales,Thu Jun 01 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 01 2023 05:30:00 GMT+0530 (India Standard Time),June 2023,chelsea,30AAECR9843B1ZN,Sales,Mangal Farmstay - STAAH,Rb/ST/23-24/616,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Thu Jun 01 2023 05:30:00 GMT+0530 (India Standard Time), 116554, 69029,193604240803496,68877,,,0,0,,,0,0
Sales,Thu Jun 01 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 01 2023 05:30:00 GMT+0530 (India Standard Time),June 2023,chelsea,30AAECR9843B1ZN,Sales,Green Valley Beach Resort - STAAH,Rb/ST/23-24/617,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Thu Jun 01 2023 05:30:00 GMT+0530 (India Standard Time), 116555, 69030,193604240803504,68881,,,0,0,,,0,0
Sales,Thu Jun 01 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 01 2023 05:30:00 GMT+0530 (India Standard Time),June 2023,chelsea,30AAECR9843B1ZN,Sales,Mandrem Beach Resort - STAAH,Rb/ST/23-24/618,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Thu Jun 01 2023 05:30:00 GMT+0530 (India Standard Time), 116556, 69031,193604240803512,68885,,,0,0,,,0,0
Sales,Thu Jun 01 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 01 2023 05:30:00 GMT+0530 (India Standard Time),June 2023,chelsea,30AAECR9843B1ZN,Sales,Bellagio Rezidencia - STAAH,Rb/ST/23-24/619,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Thu Jun 01 2023 05:30:00 GMT+0530 (India Standard Time), 116557, 69032,193604240803520,68889,,,0,0,,,0,0
Hdfc Payment,Thu Jun 01 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 01 2023 05:30:00 GMT+0530 (India Standard Time),ref: 511661245,chelsea,30AAECR9843B1ZN,Hdfc Payment,Hdfc Credit Card 6963,110,Regular,Goa,Auto Retain,Hdfc Payment,Goa Registration,,Thu Jun 01 2023 05:30:00 GMT+0530 (India Standard Time), 116587, 69056,193604240803528,7177,Hdfc Credit Card 6963, Not Applicable,-285810,0,Hdfc Bank, Not Applicable,285810,0
HDFC Receipt,Thu Jun 01 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 01 2023 05:30:00 GMT+0530 (India Standard Time),tpt ref: 156621883,chelsea,30AAECR9843B1ZN,HDFC Receipt,Hospedaria Abrige De Botelho - STAAH,311,Regular,Goa,Auto Retain,HDFC Receipt,Goa Registration,,Thu Jun 01 2023 05:30:00 GMT+0530 (India Standard Time), 116588, 69057,193604240803536,13253,Hospedaria Abrige De Botelho - STAAH, Not Applicable,5310,0,Hdfc Bank, Not Applicable,-5310,0
HDFC Receipt,Thu Jun 01 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 01 2023 05:30:00 GMT+0530 (India Standard Time),tpt ref: 250218411,chelsea,30AAECR9843B1ZN,HDFC Receipt,Shanu's Seaside Inn - STAAH,312,Regular,Goa,Auto Retain,HDFC Receipt,Goa Registration,,Thu Jun 01 2023 05:30:00 GMT+0530 (India Standard Time), 116589, 69058,193604240803544,13257,Shanu's Seaside Inn - STAAH, Not Applicable,11210,0,Hdfc Bank, Not Applicable,-11210,0
Hdfc Payment,Thu Jun 01 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 01 2023 05:30:00 GMT+0530 (India Standard Time),Being salary paid to Aloysius for the month of May 2023; tpt ref: 252694836,chelsea,30AAECR9843B1ZN,Hdfc Payment,Hdfc Bank,111,Regular,Goa,Auto Retain,Hdfc Payment,Goa Registration,,Thu Jun 01 2023 05:30:00 GMT+0530 (India Standard Time), 116590, 69059,193604240803552,7181,Staah Salaries, Not Applicable,-48875,0,Hdfc Bank, Not Applicable,48875,0
HDFC Receipt,Thu Jun 01 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 01 2023 05:30:00 GMT+0530 (India Standard Time),tpt ref: 261927612,sharmila,30AAECR9843B1ZN,HDFC Receipt,Fahrenheit Hotels and Resorts - STAAH,313,Regular,Goa,Auto Retain,HDFC Receipt,Goa Registration,,Thu Jun 01 2023 05:30:00 GMT+0530 (India Standard Time), 117668, 69060,193604240803560,13261,Google Ad Cost, Not Applicable,50000,0,Fahrenheit Hotels and Resorts - STAAH, Not Applicable,14500,0
HDFC Receipt,Thu Jun 01 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 01 2023 05:30:00 GMT+0530 (India Standard Time),ft cr #487,chelsea,30AAECR9843B1ZN,HDFC Receipt,Dempo River Sal Resort & Spa - STAAH,314,Regular,Goa,Auto Retain,HDFC Receipt,Goa Registration,,Thu Jun 01 2023 05:30:00 GMT+0530 (India Standard Time), 116592, 69061,193604240803568,13265,Dempo River Sal Resort & Spa - STAAH, Not Applicable,5400,0,Hdfc Bank, Not Applicable,-5400,0
HDFC Receipt,Thu Jun 01 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 01 2023 05:30:00 GMT+0530 (India Standard Time),IMPS ref: 315215309508,chelsea,30AAECR9843B1ZN,HDFC Receipt,Nirvana Hill Resort - STAAH,315,Regular,Goa,Auto Retain,HDFC Receipt,Goa Registration,,Thu Jun 01 2023 05:30:00 GMT+0530 (India Standard Time), 116593, 69062,193604240803576,13269,Nirvana Hill Resort - STAAH, Not Applicable,8260,0,Hdfc Bank, Not Applicable,-8260,0
HDFC Receipt,Thu Jun 01 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 01 2023 05:30:00 GMT+0530 (India Standard Time),ft cr #137123,chelsea,30AAECR9843B1ZN,HDFC Receipt,Phoenix Park Inn Resort - STAAH,316,Regular,Goa,Auto Retain,HDFC Receipt,Goa Registration,,Thu Jun 01 2023 05:30:00 GMT+0530 (India Standard Time), 116594, 69063,193604240803584,13273,Phoenix Park Inn Resort - STAAH, Not Applicable,9720,0,Hdfc Bank, Not Applicable,-9720,0
Sales,Fri Jun 02 2023 05:30:00 GMT+0530 (India Standard Time),Fri Jun 02 2023 05:30:00 GMT+0530 (India Standard Time),June 2023,chelsea,30AAECR9843B1ZN,Sales,Sunset Beach Resort - STAAH,Rb/ST/23-24/620,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Fri Jun 02 2023 05:30:00 GMT+0530 (India Standard Time), 116561, 69033,193608535769096,68893,,,0,0,,,0,0
PNB Receipt,Fri Jun 02 2023 05:30:00 GMT+0530 (India Standard Time),Fri Jun 02 2023 05:30:00 GMT+0530 (India Standard Time),ch.no. 244648,sharmila,30AAECR9843B1ZN,PNB Receipt,Indian Artwares Corporation,89,Regular,Goa,Auto Retain,PNB Receipt,Goa Registration,,Fri Jun 02 2023 05:30:00 GMT+0530 (India Standard Time), 116095, 68641,193608535769104,4593,Indian Artwares Corporation, Not Applicable,3186,0,Punjab National Bank, Not Applicable,-3186,0
PNB Receipt,Fri Jun 02 2023 05:30:00 GMT+0530 (India Standard Time),Fri Jun 02 2023 05:30:00 GMT+0530 (India Standard Time),,sharmila,30AAECR9843B1ZN,PNB Receipt,Resort Rio I,90,Regular,Goa,Auto Retain,PNB Receipt,Goa Registration,,Fri Jun 02 2023 05:30:00 GMT+0530 (India Standard Time), 116435, 68912,193608535769112,4597,Resort Rio I, Not Applicable,39735,0,Punjab National Bank, Not Applicable,-39735,0
HDFC Receipt,Fri Jun 02 2023 05:30:00 GMT+0530 (India Standard Time),Fri Jun 02 2023 05:30:00 GMT+0530 (India Standard Time),UPI payment,chelsea,30AAECR9843B1ZN,HDFC Receipt,Vacayom Homestay Hospitality - STAAH,317,Regular,Goa,Auto Retain,HDFC Receipt,Goa Registration,,Fri Jun 02 2023 05:30:00 GMT+0530 (India Standard Time), 116595, 69064,193608535769120,13277,Vacayom Homestay Hospitality - STAAH, Not Applicable,12390,0,Hdfc Bank, Not Applicable,-12390,0
HDFC Receipt,Fri Jun 02 2023 05:30:00 GMT+0530 (India Standard Time),Fri Jun 02 2023 05:30:00 GMT+0530 (India Standard Time),neft ref: SBIN523153355931,chelsea,30AAECR9843B1ZN,HDFC Receipt,Sea Queen Beach Resort & Spa - STAAH,318,Regular,Goa,Auto Retain,HDFC Receipt,Goa Registration,,Fri Jun 02 2023 05:30:00 GMT+0530 (India Standard Time), 116596, 69065,193608535769128,13281,Sea Queen Beach Resort & Spa - STAAH, Not Applicable,11252,0,Hdfc Bank, Not Applicable,-11252,0
HDFC Receipt,Fri Jun 02 2023 05:30:00 GMT+0530 (India Standard Time),Fri Jun 02 2023 05:30:00 GMT+0530 (India Standard Time),ref: 32407499351DC,chelsea,30AAECR9843B1ZN,HDFC Receipt,Beleza...by the Beach - STAAH,319,Regular,Goa,Auto Retain,HDFC Receipt,Goa Registration,,Fri Jun 02 2023 05:30:00 GMT+0530 (India Standard Time), 116597, 69066,193608535769136,13285,Beleza...by the Beach - STAAH, Not Applicable,9720,0,Hdfc Bank, Not Applicable,-9720,0
HDFC Receipt,Fri Jun 02 2023 05:30:00 GMT+0530 (India Standard Time),Fri Jun 02 2023 05:30:00 GMT+0530 (India Standard Time),neft ref: P153230245010824,chelsea,30AAECR9843B1ZN,HDFC Receipt,Sunset Beach Resort - STAAH,320,Regular,Goa,Auto Retain,HDFC Receipt,Goa Registration,,Fri Jun 02 2023 05:30:00 GMT+0530 (India Standard Time), 116598, 69067,193608535769144,13289,Sunset Beach Resort - STAAH, Not Applicable,4130,0,Hdfc Bank, Not Applicable,-4130,0
HDFC Receipt,Fri Jun 02 2023 05:30:00 GMT+0530 (India Standard Time),Fri Jun 02 2023 05:30:00 GMT+0530 (India Standard Time),IMPS ref: 315318139648,chelsea,30AAECR9843B1ZN,HDFC Receipt,Ultimate Stay - STAAH,321,Regular,Goa,Auto Retain,HDFC Receipt,Goa Registration,,Fri Jun 02 2023 05:30:00 GMT+0530 (India Standard Time), 116599, 69068,193608535769152,13293,Ultimate Stay - STAAH, Not Applicable,4130,0,Hdfc Bank, Not Applicable,-4130,0
HDFC Receipt,Fri Jun 02 2023 05:30:00 GMT+0530 (India Standard Time),Fri Jun 02 2023 05:30:00 GMT+0530 (India Standard Time),tpt ref: 32409192611DC,chelsea,30AAECR9843B1ZN,HDFC Receipt,Vaayu Kula - STAAH,322,Regular,Goa,Auto Retain,HDFC Receipt,Goa Registration,,Fri Jun 02 2023 05:30:00 GMT+0530 (India Standard Time), 116600, 69069,193608535769160,13297,Vaayu Kula - STAAH, Not Applicable,7627,0,Hdfc Bank, Not Applicable,-7627,0
Hdfc Payment,Fri Jun 02 2023 05:30:00 GMT+0530 (India Standard Time),Fri Jun 02 2023 05:30:00 GMT+0530 (India Standard Time),office,sharmila,30AAECR9843B1ZN,Hdfc Payment,Google India Private Limited,152,Regular,Goa,Auto Retain,Hdfc Payment,Goa Registration,,Fri Jun 02 2023 05:30:00 GMT+0530 (India Standard Time), 121324, 69872,193608535769168,7345,Google India Private Limited, Not Applicable,-3240.26,0,Google India Private Limited, Not Applicable,-3709.57,0
PNB Receipt,Fri Jun 02 2023 05:30:00 GMT+0530 (India Standard Time),Fri Jun 02 2023 05:30:00 GMT+0530 (India Standard Time),being  neft done,sharmila,30AAECR9843B1ZN,PNB Receipt,Hotel Nifa,86,Regular,Goa,Auto Retain,PNB Receipt,Goa Registration,,Fri Jun 02 2023 05:30:00 GMT+0530 (India Standard Time), 118718, 68646,193608535769176,4581,Hotel Nifa, Not Applicable,1593,0,Punjab National Bank, Not Applicable,-1593,0
PNB Receipt,Fri Jun 02 2023 05:30:00 GMT+0530 (India Standard Time),Fri Jun 02 2023 05:30:00 GMT+0530 (India Standard Time),being neft done,sharmila,30AAECR9843B1ZN,PNB Receipt,Timblo Dry Docks Pvt. Ltd,88,Regular,Goa,Auto Retain,PNB Receipt,Goa Registration,,Fri Jun 02 2023 05:30:00 GMT+0530 (India Standard Time), 118719, 68645,193608535769184,4589,Timblo Dry Docks Pvt. Ltd, Not Applicable,15281,0,Punjab National Bank, Not Applicable,-15281,0
HDFC Receipt,Sat Jun 03 2023 05:30:00 GMT+0530 (India Standard Time),Sat Jun 03 2023 05:30:00 GMT+0530 (India Standard Time),neft ref: AXIR231541547235,chelsea,30AAECR9843B1ZN,HDFC Receipt,Hotel Rezo's - STAAH,323,Regular,Goa,Auto Retain,HDFC Receipt,Goa Registration,,Sat Jun 03 2023 05:30:00 GMT+0530 (India Standard Time), 116602, 69070,193612830736392,13301,Hotel Rezo's - STAAH, Not Applicable,2950,0,Hdfc Bank, Not Applicable,-2950,0
HDFC Receipt,Sat Jun 03 2023 05:30:00 GMT+0530 (India Standard Time),Sat Jun 03 2023 05:30:00 GMT+0530 (India Standard Time),ft cr #10391,chelsea,30AAECR9843B1ZN,HDFC Receipt,Sonesta Inn Pvt. Ltd./Hotel,324,Regular,Goa,Auto Retain,HDFC Receipt,Goa Registration,,Sat Jun 03 2023 05:30:00 GMT+0530 (India Standard Time), 116603, 69071,193612830736400,13305,Sonesta Inn Pvt. Ltd./Hotel, Not Applicable,20880,0,Hdfc Bank, Not Applicable,-20880,0
HDFC Receipt,Sat Jun 03 2023 05:30:00 GMT+0530 (India Standard Time),Sat Jun 03 2023 05:30:00 GMT+0530 (India Standard Time),UPI ref: 315420767984,chelsea,30AAECR9843B1ZN,HDFC Receipt,Tangerine Boutique Resort - STAAH,325,Regular,Goa,Auto Retain,HDFC Receipt,Goa Registration,,Sat Jun 03 2023 05:30:00 GMT+0530 (India Standard Time), 116604, 69072,193612830736408,13309,Tangerine Boutique Resort - STAAH, Not Applicable,5015,0,Hdfc Bank, Not Applicable,-5015,0
HDFC Receipt,Sat Jun 03 2023 05:30:00 GMT+0530 (India Standard Time),Sat Jun 03 2023 05:30:00 GMT+0530 (India Standard Time),chq dep #49311,chelsea,30AAECR9843B1ZN,HDFC Receipt,Cavala - The Seaside Resort - STAAH,326,Regular,Goa,Auto Retain,HDFC Receipt,Goa Registration,,Sat Jun 03 2023 05:30:00 GMT+0530 (India Standard Time), 116605, 69073,193612830736416,13313,Cavala - The Seaside Resort - STAAH, Not Applicable,2950,0,Hdfc Bank, Not Applicable,-2950,0
HDFC Receipt,Sat Jun 03 2023 05:30:00 GMT+0530 (India Standard Time),Sat Jun 03 2023 05:30:00 GMT+0530 (India Standard Time),UPI ref: 315446267170,chelsea,30AAECR9843B1ZN,HDFC Receipt,Jolan's Guest House - STAAH,327,Regular,Goa,Auto Retain,HDFC Receipt,Goa Registration,,Sat Jun 03 2023 05:30:00 GMT+0530 (India Standard Time), 116606, 69074,193612830736424,13317,Jolan's Guest House - STAAH, Not Applicable,2478,0,Hdfc Bank, Not Applicable,-2478,0
Hdfc Payment,Sat Jun 03 2023 05:30:00 GMT+0530 (India Standard Time),Sat Jun 03 2023 05:30:00 GMT+0530 (India Standard Time),,sharmila,30AAECR9843B1ZN,Hdfc Payment,Hdfc Credit Card 6963,153,Regular,Goa,Auto Retain,Hdfc Payment,Goa Registration,,Sat Jun 03 2023 05:30:00 GMT+0530 (India Standard Time), 118144, 69873,193612830736432,7349,Google Ad Cost, Not Applicable,-3596.08,0,Hdfc Credit Card 6963, Not Applicable,3596.08,0
Hdfc Payment,Sat Jun 03 2023 05:30:00 GMT+0530 (India Standard Time),Sat Jun 03 2023 05:30:00 GMT+0530 (India Standard Time),,sharmila,30AAECR9843B1ZN,Hdfc Payment,Hdfc Credit Card 6963,154,Regular,Goa,Auto Retain,Hdfc Payment,Goa Registration,,Sat Jun 03 2023 05:30:00 GMT+0530 (India Standard Time), 118145, 69874,193612830736440,7353,Google Ad Cost, Not Applicable,-3259.03,0,Hdfc Credit Card 6963, Not Applicable,3259.03,0
Hdfc Payment,Sat Jun 03 2023 05:30:00 GMT+0530 (India Standard Time),Sat Jun 03 2023 05:30:00 GMT+0530 (India Standard Time),for slumaid,sharmila,30AAECR9843B1ZN,Hdfc Payment,Google India Private Limited,155,Regular,Goa,Auto Retain,Hdfc Payment,Goa Registration,,Sat Jun 03 2023 05:30:00 GMT+0530 (India Standard Time), 121259, 69875,193612830736448,7357,Google India Private Limited, Not Applicable,-1179.53,0,Hdfc Credit Card 6963, Not Applicable,1179.53,0
Journal,Sun Jun 04 2023 05:30:00 GMT+0530 (India Standard Time),Sun Jun 04 2023 05:30:00 GMT+0530 (India Standard Time),invoic e for the month of May2023,sharmila,30AAECR9843B1ZN,Journal,Chirag Thakkar,8,Regular,Goa,Auto Retain,Journal,Goa Registration,As Voucher,Sun Jun 04 2023 05:30:00 GMT+0530 (India Standard Time), 116192, 68704,193617125703688,28173,Facebook Management Fees, Not Applicable,-12000,-12000,Google Management Fees, Not Applicable,-40900,-40900
ICICI Payment,Sun Jun 04 2023 05:30:00 GMT+0530 (India Standard Time),Sun Jun 04 2023 05:30:00 GMT+0530 (India Standard Time),,sharmila,30AAECR9843B1ZN,ICICI Payment,Chirag Thakkar,37,Regular,Goa,Auto Retain,ICICI Payment,Goa Registration,,Sun Jun 04 2023 05:30:00 GMT+0530 (India Standard Time), 116193, 68705,193617125703696,1325,Chirag Thakkar, Not Applicable,-42300,0,ICICI Bank, Not Applicable,42300,0
HDFC Receipt,Sun Jun 04 2023 05:30:00 GMT+0530 (India Standard Time),Sun Jun 04 2023 05:30:00 GMT+0530 (India Standard Time),UPI ref: 35511783580,chelsea,30AAECR9843B1ZN,HDFC Receipt,Crystal Village - STAAH,328,Regular,Goa,Auto Retain,HDFC Receipt,Goa Registration,,Sun Jun 04 2023 05:30:00 GMT+0530 (India Standard Time), 116607, 69075,193617125703704,13321,Crystal Village - STAAH, Not Applicable,4720,0,Hdfc Bank, Not Applicable,-4720,0
HDFC Receipt,Sun Jun 04 2023 05:30:00 GMT+0530 (India Standard Time),Sun Jun 04 2023 05:30:00 GMT+0530 (India Standard Time),IMPS ref: 315512668803,chelsea,30AAECR9843B1ZN,HDFC Receipt,Aurum Resort - STAAH,329,Regular,Goa,Auto Retain,HDFC Receipt,Goa Registration,,Sun Jun 04 2023 05:30:00 GMT+0530 (India Standard Time), 116608, 69076,193617125703712,13325,Aurum Resort - STAAH, Not Applicable,10000,0,Aurum Mussorie - STAAH, Not Applicable,10000,0
Sales,Mon Jun 05 2023 05:30:00 GMT+0530 (India Standard Time),Mon Jun 05 2023 05:30:00 GMT+0530 (India Standard Time),,sharmila,30AAECR9843B1ZN,Sales,Chowgule Warehousing & Logistics Services Pvt Ltd 1,Rub/23-24/DG/137,Regular,Goa,Manual,Sales,Goa Registration,Item Invoice,Mon Jun 05 2023 05:30:00 GMT+0530 (India Standard Time), 116143, 68666,193621420670984,68897,,,0,0,,,0,0
Sales,Mon Jun 05 2023 05:30:00 GMT+0530 (India Standard Time),Mon Jun 05 2023 05:30:00 GMT+0530 (India Standard Time),,sharmila,30AAECR9843B1ZN,Sales,Fahrenheit Hotels and Resorts - DG,Rub/23-24/DG/138,Regular,Goa,Manual,Sales,Goa Registration,Item Invoice,Mon Jun 05 2023 05:30:00 GMT+0530 (India Standard Time), 116150, 68667,193621420670992,68901,,,0,0,,,0,0
Sales,Mon Jun 05 2023 05:30:00 GMT+0530 (India Standard Time),Mon Jun 05 2023 05:30:00 GMT+0530 (India Standard Time),,sharmila,30AAECR9843B1ZN,Sales,Gadre Marine Export Private Limited,Rub/23-24/SM/139,Regular,Goa,Manual,Sales,Goa Registration,Item Invoice,Mon Jun 05 2023 05:30:00 GMT+0530 (India Standard Time), 116145, 68668,193621420671000,68905,,,0,0,,,0,0
Sales,Mon Jun 05 2023 05:30:00 GMT+0530 (India Standard Time),Mon Jun 05 2023 05:30:00 GMT+0530 (India Standard Time),,sharmila,30AAECR9843B1ZN,Sales,Shetyevision Hospital Pvt Ltd,Rub/23-24/DG/140,Regular,Goa,Manual,Sales,Goa Registration,Item Invoice,Mon Jun 05 2023 05:30:00 GMT+0530 (India Standard Time), 117808, 68669,193621420671008,68909,,,0,0,,,0,0
Sales,Mon Jun 05 2023 05:30:00 GMT+0530 (India Standard Time),Mon Jun 05 2023 05:30:00 GMT+0530 (India Standard Time),,sharmila,30AAECR9843B1ZN,Sales,Resort Rio I,Rub/23-24/DG/141,Regular,Goa,Manual,Sales,Goa Registration,Item Invoice,Mon Jun 05 2023 05:30:00 GMT+0530 (India Standard Time), 116148, 68671,193621420671016,68913,,,0,0,,,0,0
Sales,Mon Jun 05 2023 05:30:00 GMT+0530 (India Standard Time),Mon Jun 05 2023 05:30:00 GMT+0530 (India Standard Time),,sharmila,30AAECR9843B1ZN,Sales,Rio Boutique - DG,Rub/23-24/DG/142,Regular,Goa,Manual,Sales,Goa Registration,Item Invoice,Mon Jun 05 2023 05:30:00 GMT+0530 (India Standard Time), 117793, 68672,193621420671024,68917,,,0,0,,,0,0
Sales,Mon Jun 05 2023 05:30:00 GMT+0530 (India Standard Time),Mon Jun 05 2023 05:30:00 GMT+0530 (India Standard Time),,sharmila,30AAECR9843B1ZN,Sales,The Southern Deck,Rub/23-24/DG/143,Regular,Goa,Manual,Sales,Goa Registration,Item Invoice,Mon Jun 05 2023 05:30:00 GMT+0530 (India Standard Time), 116152, 68673,193621420671032,68921,,,0,0,,,0,0
Sales,Mon Jun 05 2023 05:30:00 GMT+0530 (India Standard Time),Mon Jun 05 2023 05:30:00 GMT+0530 (India Standard Time),,sharmila,30AAECR9843B1ZN,Sales,Velha Goa,Rub/23-24/DG/144,Regular,Goa,Manual,Sales,Goa Registration,Item Invoice,Mon Jun 05 2023 05:30:00 GMT+0530 (India Standard Time), 116153, 68674,193621420671040,68925,,,0,0,,,0,0
PNB Receipt,Mon Jun 05 2023 05:30:00 GMT+0530 (India Standard Time),Mon Jun 05 2023 05:30:00 GMT+0530 (India Standard Time),ch.no.161287/3.06.2023/Axis bank Ltd,sharmila,30AAECR9843B1ZN,PNB Receipt,Anand Bose Constructions,91,Regular,Goa,Auto Retain,PNB Receipt,Goa Registration,,Mon Jun 05 2023 05:30:00 GMT+0530 (India Standard Time), 116164, 68682,193621420671048,4601,Anand Bose Constructions, Not Applicable,13983,0,Punjab National Bank, Not Applicable,-13983,0
HDFC Receipt,Mon Jun 05 2023 05:30:00 GMT+0530 (India Standard Time),Mon Jun 05 2023 05:30:00 GMT+0530 (India Standard Time),tpt ref: 0159373275,chelsea,30AAECR9843B1ZN,HDFC Receipt,Martins Siesta - STAAH,330,Regular,Goa,Auto Retain,HDFC Receipt,Goa Registration,,Mon Jun 05 2023 05:30:00 GMT+0530 (India Standard Time), 116609, 69077,193621420671056,13329,Martins Siesta - STAAH, Not Applicable,5900,0,Hdfc Bank, Not Applicable,-5900,0
HDFC Receipt,Mon Jun 05 2023 05:30:00 GMT+0530 (India Standard Time),Mon Jun 05 2023 05:30:00 GMT+0530 (India Standard Time),neft ref: AXIC231562197719,chelsea,30AAECR9843B1ZN,HDFC Receipt,De Mandarin Bangalore - STAAH New,331,Regular,Goa,Auto Retain,HDFC Receipt,Goa Registration,,Mon Jun 05 2023 05:30:00 GMT+0530 (India Standard Time), 116610, 69078,193621420671064,13333,De Mandarin Bangalore - STAAH New, Not Applicable,5800,0,Nova Express De Mandarin - STAAH, Not Applicable,10440,0
HDFC Receipt,Mon Jun 05 2023 05:30:00 GMT+0530 (India Standard Time),Mon Jun 05 2023 05:30:00 GMT+0530 (India Standard Time),ftcr #4166,chelsea,30AAECR9843B1ZN,HDFC Receipt,Casa Severina - STAAH,332,Regular,Goa,Auto Retain,HDFC Receipt,Goa Registration,,Mon Jun 05 2023 05:30:00 GMT+0530 (India Standard Time), 116611, 69079,193621420671072,13337,Casa Severina - STAAH, Not Applicable,4130,0,Hdfc Bank, Not Applicable,-4130,0
HDFC Receipt,Mon Jun 05 2023 05:30:00 GMT+0530 (India Standard Time),Mon Jun 05 2023 05:30:00 GMT+0530 (India Standard Time),neft ref: YESB31560501551,chelsea,30AAECR9843B1ZN,HDFC Receipt,Marbela Resort - STAAH (C),333,Regular,Goa,Auto Retain,HDFC Receipt,Goa Registration,,Mon Jun 05 2023 05:30:00 GMT+0530 (India Standard Time), 116612, 69080,193621420671080,13341,Marbela Resort - STAAH (C), Not Applicable,21240,0,Hdfc Bank, Not Applicable,-21240,0
HDFC Receipt,Mon Jun 05 2023 05:30:00 GMT+0530 (India Standard Time),Mon Jun 05 2023 05:30:00 GMT+0530 (India Standard Time),neft ref: IBKL230605849771,chelsea,30AAECR9843B1ZN,HDFC Receipt,The HQ - STAAH,334,Regular,Goa,Auto Retain,HDFC Receipt,Goa Registration,,Mon Jun 05 2023 05:30:00 GMT+0530 (India Standard Time), 116613, 69081,193621420671088,13345,The HQ - STAAH, Not Applicable,9280,0,Hdfc Bank, Not Applicable,-9280,0
HDFC Receipt,Mon Jun 05 2023 05:30:00 GMT+0530 (India Standard Time),Mon Jun 05 2023 05:30:00 GMT+0530 (India Standard Time),neft ref: NKGSH23156935211,chelsea,30AAECR9843B1ZN,HDFC Receipt,Nanu Resort Arambol - STAAH,335,Regular,Goa,Auto Retain,HDFC Receipt,Goa Registration,,Mon Jun 05 2023 05:30:00 GMT+0530 (India Standard Time), 116614, 69082,193621420671096,13349,Nanu Resort Arambol - STAAH, Not Applicable,8640,0,Hdfc Bank, Not Applicable,-8640,0
HDFC Receipt,Mon Jun 05 2023 05:30:00 GMT+0530 (India Standard Time),Mon Jun 05 2023 05:30:00 GMT+0530 (India Standard Time),neft ref: NKGSH23156935204,chelsea,30AAECR9843B1ZN,HDFC Receipt,Nanutel - STAAH,336,Regular,Goa,Auto Retain,HDFC Receipt,Goa Registration,,Mon Jun 05 2023 05:30:00 GMT+0530 (India Standard Time), 116615, 69083,193621420671104,13353,Nanutel - STAAH, Not Applicable,8640,0,Hdfc Bank, Not Applicable,-8640,0
