VCHTYPE,DATE,VCHSTATUSDATE,NARRATION,ENTEREDBY,CMPGSTIN,VOUCHERTYPENAME,PARTYLEDGERNAME,VOUCHERNUMBER,CMPGSTREGISTRATIONTYPE,CMPGSTSTATE,NUMBERINGSTYLE,VCHSTATUSVOUCHERTYPE,VCHSTATUSTAXUNIT,VCHENTRYMODE,EFFECTIVEDATE,ALTERID,MASTERID,VOUCHERKEY,VOUCHERRETAINKEY,LEDGERNAME,GSTCLASS,AMOUNT,VATEXPAMOUNT,LEDGERNAME,GSTCLASS,AMOUNT,VATEXPAMOUNT
Sales,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),December 2023,chelsea,30AAECR9843B1ZN,Sales,Antares Beach Resort - STAAH,Rb/ST/23-24/1725,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time), 122951, 73018,194390219817096,74913,,,0,0,,,0,0
Sales,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),December 2023,chelsea,30AAECR9843B1ZN,Sales,Arotel Rooms & Suites - STAAH,Rb/ST/23-24/1726,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time), 122952, 73019,194390219817104,74917,,,0,0,,,0,0
Sales,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),December 2023,chelsea,30AAECR9843B1ZN,Sales,Athi Resort - STAAH,Rb/ST/23-24/1727,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time), 122953, 73020,194390219817112,74921,,,0,0,,,0,0
Sales,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),December 2023,chelsea,30AAECR9843B1ZN,Sales,Baga High Q - STAAH,Rb/ST/23-24/1728,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time), 122954, 73021,194390219817120,74925,,,0,0,,,0,0
Sales,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),December 2023,chelsea,30AAECR9843B1ZN,Sales,Bambolim Beach Resort - STAAH,Rb/ST/23-24/1729,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time), 122955, 73022,194390219817128,74929,,,0,0,,,0,0
Sales,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),December 2023,chelsea,30AAECR9843B1ZN,Sales,Bay 15 - STAAH (New),Rb/ST/23-24/1730,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time), 122956, 73023,194390219817136,74933,,,0,0,,,0,0
Sales,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),December 2023,chelsea,30AAECR9843B1ZN,Sales,Baywatch Resort - STAAH,Rb/ST/23-24/1731,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time), 122957, 73024,194390219817144,74937,,,0,0,,,0,0
Sales,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),December 2023,chelsea,30AAECR9843B1ZN,Sales,Bedrock Boutique Hostel - STAAH,Rb/ST/23-24/1732,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time), 122958, 73025,194390219817152,74941,,,0,0,,,0,0
Sales,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),December 2023,chelsea,30AAECR9843B1ZN,Sales,Beira Mar Beach Resort - STAAH,Rb/ST/23-24/1733,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time), 122959, 73026,194390219817160,74945,,,0,0,,,0,0
Sales,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),December 2023,chelsea,30AAECR9843B1ZN,Sales,Beleza...by the Beach - STAAH,Rb/ST/23-24/1734,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time), 122960, 73027,194390219817168,74949,,,0,0,,,0,0
Sales,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),December 2023,chelsea,30AAECR9843B1ZN,Sales,Bogmallo Beach Resort - STAAH,Rb/ST/23-24/1735,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time), 122961, 73028,194390219817176,74953,,,0,0,,,0,0
Sales,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),December 2023,chelsea,30AAECR9843B1ZN,Sales,Boomerang  Ashvem (C) - STAAH,Rb/ST/23-24/1736,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time), 122962, 73029,194390219817184,74957,,,0,0,,,0,0
Sales,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),,chelsea,30AAECR9843B1ZN,Sales,Cabo Serai - STAAH,Rb/ST/23-24/1737,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time), 122963, 73030,194390219817192,74961,,,0,0,,,0,0
Sales,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),December 2023,chelsea,30AAECR9843B1ZN,Sales,Calangute Beach Resort - STAAH,Rb/ST/23-24/1738,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time), 122964, 73031,194390219817200,74965,,,0,0,,,0,0
Sales,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),December 2023,chelsea,30AAECR9843B1ZN,Sales,Calangute Grande (Baba Hotels) - STAAH,Rb/ST/23-24/1739,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time), 122965, 73032,194390219817208,74969,,,0,0,,,0,0
Sales,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),December 2023,chelsea,30AAECR9843B1ZN,Sales,Goa Electronics - STAAH,Rb/ST/23-24/1740,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time), 122966, 73033,194390219817216,74973,,,0,0,,,0,0
Sales,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),December 2023,chelsea,30AAECR9843B1ZN,Sales,Goa Tourism Development Corporation Limited - STAAH,Rb/ST/23-24/1741,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time), 122967, 73034,194390219817224,74977,,,0,0,,,0,0
Sales,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),December 2023,chelsea,30AAECR9843B1ZN,Sales,Casabela (C) - STAAH,Rb/ST/23-24/1742,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time), 122968, 73035,194390219817232,74981,,,0,0,,,0,0
Sales,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),December 2023,chelsea,30AAECR9843B1ZN,Sales,Casa De Goa - STAAH,Rb/ST/23-24/1743,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time), 122969, 73036,194390219817240,74985,,,0,0,,,0,0
Sales,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),December 2023,chelsea,30AAECR9843B1ZN,Sales,Casa Menezes - STAAH,Rb/ST/23-24/1744,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time), 122970, 73037,194390219817248,74989,,,0,0,,,0,0
Sales,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),Dec 23 to Feb 24,chelsea,30AAECR9843B1ZN,Sales,Casa Salvador - STAAH,Rb/ST/23-24/1745,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time), 122971, 73038,194390219817256,74993,,,0,0,,,0,0
Sales,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),December 2023,chelsea,30AAECR9843B1ZN,Sales,Casa Severina - STAAH,Rb/ST/23-24/1746,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time), 122973, 73039,194390219817264,74997,,,0,0,,,0,0
Sales,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),December 2023,chelsea,30AAECR9843B1ZN,Sales,Casablanc Beach Resorts LLP -STAAH,Rb/ST/23-24/1747,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time), 122974, 73040,194390219817272,75001,,,0,0,,,0,0
Sales,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),December 2023,chelsea,30AAECR9843B1ZN,Sales,Cavala - The Seaside Resort - STAAH,Rb/ST/23-24/1748,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time), 122975, 73041,194390219817280,75005,,,0,0,,,0,0
Sales,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),December 2023,chelsea,30AAECR9843B1ZN,Sales,Chances Resort And Casino - STAAH,Rb/ST/23-24/1749,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time), 122976, 73042,194390219817288,75009,,,0,0,,,0,0
Sales,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),December 2023,chelsea,30AAECR9843B1ZN,Sales,Cochichos Resort - STAAH,Rb/ST/23-24/1750,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time), 122977, 73043,194390219817296,75013,,,0,0,,,0,0
Sales,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),December 2023,chelsea,30AAECR9843B1ZN,Sales,Coconut Creek - STAAH,Rb/ST/23-24/1751,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time), 122978, 73044,194390219817304,75017,,,0,0,,,0,0
Sales,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),December 2023,chelsea,30AAECR9843B1ZN,Sales,De Mandarin Bangalore - STAAH New,Rb/ST/23-24/1752,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time), 122979, 73045,194390219817312,75021,,,0,0,,,0,0
Sales,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),December 2023,chelsea,30AAECR9843B1ZN,Sales,De Mandarin Beach Suites - STAAH,Rb/ST/23-24/1753,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time), 122980, 73046,194390219817320,75025,,,0,0,,,0,0
Sales,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),December 2023,chelsea,30AAECR9843B1ZN,Sales,De Mandarin Goa - STAAH,Rb/ST/23-24/1754,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time), 122981, 73047,194390219817328,75029,,,0,0,,,0,0
Sales,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),December 2023,chelsea,30AAECR9843B1ZN,Sales,Devasthali - STAAH,Rb/ST/23-24/1755,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time), 122982, 73048,194390219817336,75033,,,0,0,,,0,0
Sales,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),December 2023,chelsea,30AAECR9843B1ZN,Sales,Andores Resort & Spa - STAAH,Rb/ST/23-24/1756,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time), 122983, 73049,194390219817344,75037,,,0,0,,,0,0
Sales,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),December 2023,chelsea,30AAECR9843B1ZN,Sales,Eros Boutique - STAAH New,Rb/ST/23-24/1757,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time), 122984, 73050,194390219817352,75041,,,0,0,,,0,0
Sales,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),December 2023,chelsea,30AAECR9843B1ZN,Sales,Estrela Do Mar - STAAH,Rb/ST/23-24/1758,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time), 122985, 73051,194390219817360,75045,,,0,0,,,0,0
Sales,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),December 2023,chelsea,30AAECR9843B1ZN,Sales,Fahrenheit Hotels and Resorts - STAAH,Rb/ST/23-24/1759,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time), 122986, 73052,194390219817368,75049,,,0,0,,,0,0
Sales,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),December 2023,chelsea,30AAECR9843B1ZN,Sales,Ginger Tree Anjuna - STAAH New,Rb/ST/23-24/1760,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time), 122987, 73053,194390219817376,75053,,,0,0,,,0,0
Sales,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),December 2023,chelsea,30AAECR9843B1ZN,Sales,Golden Tulip - STAAH,Rb/ST/23-24/1761,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time), 122988, 73054,194390219817384,75057,,,0,0,,,0,0
Sales,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),December 2023,chelsea,30AAECR9843B1ZN,Sales,Goveia Holiday Homes - STAAH New,Rb/ST/23-24/1762,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time), 122989, 73055,194390219817392,75061,,,0,0,,,0,0
Sales,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),December 2023,chelsea,30AAECR9843B1ZN,Sales,Graciano Cottages - STAAH,Rb/ST/23-24/1763,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time), 122990, 73056,194390219817400,75065,,,0,0,,,0,0
Sales,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),December 2023,chelsea,30AAECR9843B1ZN,Sales,Grandeur De Sanchi - STAAH,Rb/ST/23-24/1764,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time), 122991, 73057,194390219817408,75069,,,0,0,,,0,0
Sales,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),December 2023,chelsea,30AAECR9843B1ZN,Sales,Granpa's Inn - STAAH,Rb/ST/23-24/1765,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time), 122992, 73058,194390219817416,75073,,,0,0,,,0,0
Sales,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),December 2023,chelsea,30AAECR9843B1ZN,Sales,Hospedaria Abrige De Botelho - STAAH,Rb/ST/23-24/1766,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time), 122993, 73059,194390219817424,75077,,,0,0,,,0,0
Sales,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),December 2023,chelsea,30AAECR9843B1ZN,Sales,Hotel Avisha Residency - STAAH,Rb/ST/23-24/1767,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time), 122994, 73060,194390219817432,75081,,,0,0,,,0,0
Sales,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),December 2023,chelsea,30AAECR9843B1ZN,Sales,Hotel Calangute Towers - STAAH,Rb/ST/23-24/1768,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time), 122995, 73061,194390219817440,75085,,,0,0,,,0,0
Sales,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),December 2023,chelsea,30AAECR9843B1ZN,Sales,Hotel Goan Heritage - STAAH,Rb/ST/23-24/1769,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time), 122996, 73062,194390219817448,75089,,,0,0,,,0,0
Sales,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),December 2023,chelsea,30AAECR9843B1ZN,Sales,Iora Baga Beach - STAAH,Rb/ST/23-24/1770,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time), 122997, 73063,194390219817456,75093,,,0,0,,,0,0
Sales,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),December 2023,chelsea,30AAECR9843B1ZN,Sales,Hotel La Capitol - STAAH,Rb/ST/23-24/1771,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time), 122998, 73064,194390219817464,75097,,,0,0,,,0,0
Sales,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),December 2023,chelsea,30AAECR9843B1ZN,Sales,Hotel Mayura - STAAH,Rb/ST/23-24/1772,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time), 122999, 73065,194390219817472,75101,,,0,0,,,0,0
Sales,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),December 2023,chelsea,30AAECR9843B1ZN,Sales,Hotel Park Plaza - STAAH,Rb/ST/23-24/1773,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time), 123000, 73066,194390219817480,75105,,,0,0,,,0,0
Sales,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),December 2023,chelsea,30AAECR9843B1ZN,Sales,Hotel Reemz - STAAH,Rb/ST/23-24/1774,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time), 123001, 73067,194390219817488,75109,,,0,0,,,0,0
Sales,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),December 2023,chelsea,30AAECR9843B1ZN,Sales,Hotel Rezo's - STAAH,Rb/ST/23-24/1775,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time), 123002, 73068,194390219817496,75113,,,0,0,,,0,0
Sales,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),December 2023,chelsea,30AAECR9843B1ZN,Sales,I Love Bell Bottoms Pvt Ltd - STAAH,Rb/ST/23-24/1776,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time), 123003, 73069,194390219817504,75117,,,0,0,,,0,0
Sales,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),December 2023,chelsea,30AAECR9843B1ZN,Sales,Dempo River Sal Resort & Spa - STAAH,Rb/ST/23-24/1777,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time), 123005, 73071,194390219817512,75125,,,0,0,,,0,0
Sales,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),December 2023,chelsea,30AAECR9843B1ZN,Sales,Joia Do Mar (Pentacle) - STAAH New,Rb/ST/23-24/1778,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time), 123006, 73072,194390219817520,75129,,,0,0,,,0,0
Sales,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),December 2023,chelsea,30AAECR9843B1ZN,Sales,Jolan's Guest House - STAAH,Rb/ST/23-24/1779,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time), 123008, 73074,194390219817528,75137,,,0,0,,,0,0
Sales,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),December 2023,chelsea,30AAECR9843B1ZN,Sales,Kalki Resorts,Rb/ST/23-24/1780,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time), 123009, 73075,194390219817536,75141,,,0,0,,,0,0
Sales,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),December 2023,chelsea,30AAECR9843B1ZN,Sales,Kamat's Hilltop Leisure - STAAH,Rb/ST/23-24/1781,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time), 123010, 73076,194390219817544,75145,,,0,0,,,0,0
Sales,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),December 2023,chelsea,30AAECR9843B1ZN,Sales,Royal Haathi Mahal - STAAH,Rb/ST/23-24/1782,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time), 123012, 73077,194390219817552,75149,,,0,0,,,0,0
Sales,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),December 2023,chelsea,30AAECR9843B1ZN,Sales,Koko Maya by Stonewoods - STAAH,Rb/ST/23-24/1783,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time), 123013, 73078,194390219817560,75153,,,0,0,,,0,0
Sales,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),December 2023,chelsea,30AAECR9843B1ZN,Sales,La Grace Resort - STAAH,Rb/ST/23-24/1784,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time), 123015, 73080,194390219817568,75157,,,0,0,,,0,0
Sales,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),December 2023,chelsea,30AAECR9843B1ZN,Sales,La Cabana Beach & Spa - STAAH,Rb/ST/23-24/1785,Regular,Goa,Manual,Sales,Goa Registration,Accounting Invoice,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time), 123016, 73081,194390219817576,75161,,,0,0,,,0,0
