_id,PARTYLEDGERNAME
65d0f598a9f96d011aaf56d4,Royal Haathi Mahal - STAAH
65d0f598a9f96d011aaf56d5,Koko Maya by Stonewoods - STAAH
65d0f598a9f96d011aaf56d6,La Grace Resort - STAAH
65d0f598a9f96d011aaf56d7,La Cabana Beach & Spa - STAAH
65d0f598a9f96d011aaf56d8,La Sunila (C) - STAAH
65d0f598a9f96d011aaf56d9,Lario's Beach Holidays - STAAH
65d0f598a9f96d011aaf56da,Mansionhaus - STAAH
65d0f598a9f96d011aaf56db,Maravilha Boutique Resort - STAAH New
65d0f598a9f96d011aaf56dc,Marbela Resort - STAAH (C)
65d0f598a9f96d011aaf56dd,Marina Bay - STAAH New
65d0f598a9f96d011aaf56de,Marquis Beach Resort - STAAH
65d0f598a9f96d011aaf56df,Mateus Boutique Hotel - STAAH
65d0f598a9f96d011aaf56e0,Mi Casa by the Sea - STAAH
65d0f598a9f96d011aaf56e1,Naga Cottages - STAAH
65d0f598a9f96d011aaf56e2,Nanu Beach Resort - STAAH
65d0f598a9f96d011aaf56e3,Nanu Resort Arambol - STAAH
65d0f598a9f96d011aaf56e4,Nanutel - STAAH
65d0f598a9f96d011aaf56e5,Nazri Resort - STAAH
65d0f598a9f96d011aaf56e6,Neelam's The Grand - STAAH
65d0f598a9f96d011aaf56e7,Nilaya Hermitage 1 - STAAH
65d0f598a9f96d011aaf56e8,Nirvana Hill Resort - STAAH
65d0f598a9f96d011aaf56e9,Pescador - Absolute Waterfront - STAAH
65d0f598a9f96d011aaf56ea,O Pierre - STAAH New
65d0f598a9f96d011aaf56eb,Ocean Suite (C) - STAAH
65d0f598a9f96d011aaf56ec,Oxel House - STAAH New
65d0f598a9f96d011aaf56ed,Phoenix Park Inn Resort - STAAH
65d0f598a9f96d011aaf56ee,Pinto Rosario Square - Resort & Spa - STAAH
65d0f598a9f96d011aaf56ef,Prainha Resort By The Sea - STAAH
65d0f598a9f96d011aaf56f0,Okean De Goa (DeSol) - STAAH
65d0f598a9f96d011aaf56f1,Radisson Goa Candolim - STAAH
65d0f598a9f96d011aaf56f2,Rendezvous Beach Resort - STAAH (C)
65d0f598a9f96d011aaf56f3,Resort De Alturas - STAAH
65d0f598a9f96d011aaf56f4,Martins Siesta - STAAH
65d0f598a9f96d011aaf56f5,Resort Rio - STAAH
65d0f598a9f96d011aaf56f6,Resort The Lohias - STAAH
65d0f598a9f96d011aaf56f7,Rio Boutique - STAAH
65d0f598a9f96d011aaf56f8,Riva Beach Resort - STAAH
65d0f598a9f96d011aaf56f9,Riva Gold Coast - STAAH
65d0f598a9f96d011aaf56fa,Rivasa Resort - STAAH
65d0f598a9f96d011aaf56fb,Rock Valley - STAAH
65d0f598a9f96d011aaf56fc,Royale Exotica - STAAH
65d0f598a9f96d011aaf56fd,Salcete Beach Resort - STAAH
65d0f598a9f96d011aaf56fe,Sandalwood Hotel & Retreat - STAAH
65d0f598a9f96d011aaf56ff,Sanskruti Quality Resort - STAAH
65d0f598a9f96d011aaf5700,Santiago Beach Resort (Era) - STAAH
65d0f598a9f96d011aaf5701,Sea Mist Resorts - STAAH
65d0f598a9f96d011aaf5702,Sea Queen Beach Resort & Spa - STAAH
65d0f598a9f96d011aaf5703,Sea Shell Villas - STAAH
65d0f598a9f96d011aaf5704,Shanu's Seaside Inn - STAAH
65d0f598a9f96d011aaf5705,Sibaya Beach Resort - STAAH
65d0f598a9f96d011aaf5706,Silver Sands Hideaway - STAAH
65d0f598a9f96d011aaf5707,Silver Sands Holiday Village - STAAH
65d0f598a9f96d011aaf5708,Silver Sands Serenity - STAAH
65d0f598a9f96d011aaf5709,Silver Sands Sunshine - STAAH
65d0f598a9f96d011aaf570a,Sinq Properties - STAAH
65d0f598a9f96d011aaf570b,Sinq Properties - STAAH
65d0f598a9f96d011aaf570c,Sinq Properties - STAAH
65d0f598a9f96d011aaf570d,Sinq Properties - STAAH
65d0f598a9f96d011aaf570e,Sinq Properties - STAAH
65d0f598a9f96d011aaf570f,Sonesta Inn Pvt. Ltd./Hotel
65d0f598a9f96d011aaf5710,Soul Vacation - STAAH
65d0f598a9f96d011aaf5711,Span Suites & Villas - STAAH
65d0f598a9f96d011aaf5712,Spazio Leisure Resort -  STAAH (New)
65d0f598a9f96d011aaf5713,Stonewoods Beach Resort & Spa - STAAH
65d0f598a9f96d011aaf5714,Stone Woods Nature Resort - STAAH New
65d0f598a9f96d011aaf5715,Stone Wood Riverfront Resort - STAAH
65d0f598a9f96d011aaf5716,Stone Wood Resort & Spa - STAAH
65d0f598a9f96d011aaf5717,Stonewood Village resort - STAAH
65d0f598a9f96d011aaf5718,Sun City Resort - STAAH
65d0f598a9f96d011aaf5719,Sunset Beach Resort - STAAH
65d0f598a9f96d011aaf571a,TP Beach Resort (New) - STAAH
65d0f598a9f96d011aaf571b,Tangerine Boutique Resort - STAAH
65d0f598a9f96d011aaf571c,The Acacia Hotel & Spa Goa - STAAH
65d0f598a9f96d011aaf571d,The Acacia Morjim Oceanfront - STAAH
65d0f598a9f96d011aaf571e,The Baga Beach Resort - STAAH
65d0f598a9f96d011aaf571f,The Crown - STAAH
65d0f598a9f96d011aaf5720,The Flora Grand - STAAH New
65d0f598a9f96d011aaf5721,The Flora Residency - STAAH New
65d0f598a9f96d011aaf5722,The HQ - STAAH
65d0f598a9f96d011aaf5723,The Ocean Park (New) - STAAH
65d0f598a9f96d011aaf5724,The White Balcao - STAAH
65d0f598a9f96d011aaf5725,Ultimate Stay - STAAH
65d0f598a9f96d011aaf5726,Vacayom Homestay Hospitality - STAAH
65d0f598a9f96d011aaf5727,Varanda Do Mar - STAAH
65d0f598a9f96d011aaf5728,Vedic Resorts & Hotels Pvt. Ltd - STAAH
65d0f598a9f96d011aaf5729,Veera Strand Park Serviced Apartments - STAAH
65d0f598a9f96d011aaf572a,Villa De Orange - STAAH
65d0f598a9f96d011aaf572b,Viva Hotel -  STAAH
65d0f598a9f96d011aaf572c,Vivenda Rebelo - STAAH New
65d0f598a9f96d011aaf572d,Walom Grand Resort - STAAH
65d0f598a9f96d011aaf572e,Whispering Palms - STAAH
65d0f598a9f96d011aaf572f,White Square Nirvana - STAAH
65d0f598a9f96d011aaf5730,White Woods Resort & Spa - STAAH
65d0f598a9f96d011aaf5731,Wood House Beach Resort - STAAH
65d0f598a9f96d011aaf5732,YU Hotel - STAAH
65d0f598a9f96d011aaf5733,Bellflower Alidia Beach Resort - STAAH
65d0f598a9f96d011aaf5734,Coquerial Holiday Homes - STAAH
65d0f598a9f96d011aaf5735,Aurum Resort - STAAH
65d0f598a9f96d011aaf5736,Montego Bay Beach Village - STAAH
65d0f598a9f96d011aaf5737,Tanzanite Cottages - STAAH
65d0f598a9f96d011aaf5738,Vaayu Kula - STAAH
65d0f598a9f96d011aaf5739,Henry's Place - STAAH
65d0f598a9f96d011aaf573a,Hotel Bom Sucesso - STAAH
65d0f598a9f96d011aaf573b,Twin Fountain by Baywatch Express -STAAH
65d0f598a9f96d011aaf573c,Alaya Villas - STAAH
65d0f598a9f96d011aaf573d,Aurum Mussorie - STAAH
65d0f598a9f96d011aaf573e,Palmarinha De Goa - STAAH
65d0f598a9f96d011aaf573f,Coconut Grove - STAAH (New)
65d0f598a9f96d011aaf5740,Rohit Holiday Homes - STAAH
65d0f598a9f96d011aaf5741,Coastal Pearl - STAAH
65d0f598a9f96d011aaf5742,Aquamarine Holidays - STAAH
65d0f598a9f96d011aaf5743,Skylight Royal Stay - STAAH
65d0f598a9f96d011aaf5744,Melhor Stay - STAAH
65d0f598a9f96d011aaf5745,
65d0f598a9f96d011aaf5746,Nova Express De Mandarin - STAAH
65d0f598a9f96d011aaf5747,Bis-Lin Homestay - STAAH
65d0f598a9f96d011aaf5748,De Amour Holiday - STAAH
65d0f598a9f96d011aaf5749,Bella Villa - STAAH
65d0f598a9f96d011aaf574a,The Cresent - STAAH
65d0f598a9f96d011aaf574b,Vedana Retreat - STAAH
65d0f598a9f96d011aaf574c,Casa Amarela (New) - STAAH
65d0f598a9f96d011aaf574d,Sea View Holidays - STAAH
65d0f598a9f96d011aaf574e,Mademoiselle - STAAH New (Thunder LLP)
65d0f598a9f96d011aaf574f,Artistry Suites - STAAH (New)
65d0f598a9f96d011aaf5750,Crystal Village - STAAH
65d0f598a9f96d011aaf5751,Turtle Beach Resort - STAAH
65d0f598a9f96d011aaf5752,The Sylvan Retreat - STAAH
65d0f598a9f96d011aaf5753,Casa De Paz - STAAH
65d0f598a9f96d011aaf5754,Tranquill Riverside Luxury Cottages - STAAH
65d0f598a9f96d011aaf5755,Sukcheewa Residence Phuket - STAAH
65d0f598a9f96d011aaf5756,Maan Vilas by Stonewoods - STAAH
65d0f598a9f96d011aaf5757,Jeromes Holiday Inn - STAAH
65d0f598a9f96d011aaf5758,Eleven Hotels - STAAH
65d0f598a9f96d011aaf5759,Mangal Farmstay - STAAH
65d0f598a9f96d011aaf575a,Green Valley Beach Resort - STAAH
65d0f598a9f96d011aaf575b,Mandrem Beach Resort - STAAH
65d0f598a9f96d011aaf575c,Bellagio Rezidencia - STAAH
65d0f598a9f96d011aaf575d,Jambul Cafe & Stay - STAAH
65d0f598a9f96d011aaf575e,Tan N Sands - STAAH
65d0f598a9f96d011aaf575f,Mountain Retreat Kodai - STAAH
65d0f598a9f96d011aaf5760,Whispering Palms Hotel Jaipur - STAAH
65d0f598a9f96d011aaf5761,Chances Casino Resort ( DG )
65d0f598a9f96d011aaf5762,Dhanishta Trust
65d0f598a9f96d011aaf5763,Hdfc Credit Card 6963
65d0f598a9f96d011aaf5764,Hdfc Credit Card 6963
65d0f598a9f96d011aaf5765,Hdfc Credit Card 6963
65d0f598a9f96d011aaf5766,Nirvana Hill Resort - STAAH
65d0f598a9f96d011aaf5767,Tangerine Boutique Resort - STAAH
65d0f598a9f96d011aaf5768,Automobile Corporation of Goa Ltd
65d0f598a9f96d011aaf5769,Cash
65d0f598a9f96d011aaf576a,Cash
65d0f598a9f96d011aaf576b,Chowgule Brothers Private Limited
65d0f598a9f96d011aaf576c,Sea Shell Hospitality
65d0f598a9f96d011aaf576d,Resort Rio I
65d0f598a9f96d011aaf576e,Fahrenheit Hotels and Resorts - DG
65d0f598a9f96d011aaf576f,Hindustan Foods Limited (New)
65d0f598a9f96d011aaf5770,Shetyevision Hospital Pvt Ltd
65d0f598a9f96d011aaf5771,Linc Property Developers Pvt Ltd (DG)
65d0f598a9f96d011aaf5772,Classic Squares Pvt. Ltd. (Hospitality Division )
65d0f598a9f96d011aaf5773,Chowgule Warehousing & Logistics Services Pvt Ltd 1
65d0f598a9f96d011aaf5774,Goveia Holiday Homes
65d0f598a9f96d011aaf5775,Goveia Holiday Homes
65d0f598a9f96d011aaf5776,Prainha Resort(Domain)
65d0f598a9f96d011aaf5777,Dsouza Biotech III
65d0f598a9f96d011aaf5778,Classic Squares Realty Pvt Ltd
65d0f598a9f96d011aaf5779,Resort Rio I
65d0f598a9f96d011aaf577a,Alaya Villas - STAAH
65d0f598a9f96d011aaf577b,Dempo River Sal Resort & Spa - STAAH
65d0f598a9f96d011aaf577c,Hotel Rezo's - STAAH
65d0f598a9f96d011aaf577d,Hdfc Bank
65d0f598a9f96d011aaf577e,Fahrenheit Hotels and Resorts - STAAH
65d0f598a9f96d011aaf577f,True Hospitality
65d0f598a9f96d011aaf5780,Hdfc Bank
65d0f598a9f96d011aaf5781,Santiago Beach Resort (Era) - STAAH
65d0f598a9f96d011aaf5782,Peninsula Beach Resort - STAAH
65d0f598a9f96d011aaf5783,Jose Agnelo Desa
65d0f598a9f96d011aaf5784,Chirag Thakkar
65d0f598a9f96d011aaf5785,Sea Shell Hospitality
65d0f598a9f96d011aaf5786,Google India Private Limited
65d0f598a9f96d011aaf5787,Hdfc Credit Card 6963
65d0f598a9f96d011aaf5788,Crystal Village - STAAH
65d0f598a9f96d011aaf5789,Jolan's Guest House - STAAH
65d0f598a9f96d011aaf578a,Hdfc Bank
65d0f598a9f96d011aaf578b,Bambolim Beach Resort - STAAH
65d0f598a9f96d011aaf578c,Hotel La Capitol - STAAH
65d0f598a9f96d011aaf578d,Rio Boutique - DG
65d0f598a9f96d011aaf578e,Resort Rio I
65d0f598a9f96d011aaf578f,Classic Squares Realty Pvt Ltd
65d0f598a9f96d011aaf5790,Classic Squares Realty Pvt Ltd
65d0f598a9f96d011aaf5791,Infiniti Module Pvt .Ltd (Domain)
65d0f598a9f96d011aaf5792,Infiniti Module Pvt .Ltd (Domain)
65d0f598a9f96d011aaf5793,Casa Ibrahim
65d0f598a9f96d011aaf5794,Chances Casino Resort ( DG )
65d0f598a9f96d011aaf5795,The Southern Deck
65d0f598a9f96d011aaf5796,Bogmallo Beach Resorts
65d0f598a9f96d011aaf5797,Velha Goa
65d0f598a9f96d011aaf5798,Prestige Holiday Resorts LLP
65d0f598a9f96d011aaf5799,ICICI Bank
65d0f598a9f96d011aaf579a,Dona Sylvia Beach Resort - STAAH
65d0f598a9f96d011aaf579b,Endurance International Group (India) Pvt. Ltd.
65d0f598a9f96d011aaf579c,Bogmallo Beach Resort - STAAH
65d0f598a9f96d011aaf579d,Rock Valley - STAAH
65d0f598a9f96d011aaf579e,Pinto Rosario Square - Resort & Spa - STAAH
65d0f598a9f96d011aaf579f,Whispering Palms Hotel Jaipur - STAAH
65d0f598a9f96d011aaf57a0,Punjab National Bank
65d0f598a9f96d011aaf57a1,Cash
65d0f598a9f96d011aaf57a2,GSUDA
65d0f598a9f96d011aaf57a3,Jai Ganesh Ispat and Ferro Alloys Pvt. Ltd.
65d0f598a9f96d011aaf57a4,Hdfc Credit Card 6963
65d0f598a9f96d011aaf57a5,Jai Ganesh Ispat and Ferro Alloys Pvt. Ltd.
65d0f598a9f96d011aaf57a6,Chowgule Fiberglass Ships Private Limited I
65d0f598a9f96d011aaf57a7,Chowgule Fiberglass Ships Private Limited I
65d0f598a9f96d011aaf57a8,Goveia Holiday Homes
65d0f598a9f96d011aaf57a9,Chowgule Lavgan Shiprepair Private Limited
65d0f598a9f96d011aaf57aa,Chowgule Lavgan Shiprepair Private Limited
65d0f598a9f96d011aaf57ab,Goveia Holiday Homes
65d0f598a9f96d011aaf57ac,Whispering Palms - STAAH
65d0f598a9f96d011aaf57ad,Sea Queen Beach Resort & Spa - STAAH
65d0f598a9f96d011aaf57ae,Bellagio Rezidencia - STAAH
65d0f598a9f96d011aaf57af,Beleza...by the Beach - STAAH
65d0f598a9f96d011aaf57b0,Hotel Calangute Towers - STAAH
65d0f598a9f96d011aaf57b1,Longuinhos Beach Resort - STAAH
65d0f598a9f96d011aaf57b2,Vaayu Kula - STAAH
65d0f598a9f96d011aaf57b3,Mandeep Singh1
65d0f598a9f96d011aaf57b4,Cash
65d0f598a9f96d011aaf57b5,Jose Agnelo Desa
65d0f598a9f96d011aaf57b6,Sandalwood Hotel & Retreat - STAAH
65d0f598a9f96d011aaf57b7,Hdfc Bank
65d0f598a9f96d011aaf57b8,Hdfc Bank
65d0f598a9f96d011aaf57b9,Hdfc Bank
65d0f598a9f96d011aaf57ba,Hdfc Bank
65d0f598a9f96d011aaf57bb,Hdfc Bank
65d0f598a9f96d011aaf57bc,Hdfc Bank
65d0f598a9f96d011aaf57bd,Hdfc Bank
65d0f598a9f96d011aaf57be,Hdfc Bank
65d0f598a9f96d011aaf57bf,Hdfc Bank
65d0f598a9f96d011aaf57c0,Hdfc Bank
65d0f598a9f96d011aaf57c1,Hdfc Bank
65d0f598a9f96d011aaf57c2,Hdfc Bank
65d0f598a9f96d011aaf57c3,Hdfc Bank
65d0f598a9f96d011aaf57c4,Punjab National Bank
65d0f598a9f96d011aaf57c5,Punjab National Bank
65d0f598a9f96d011aaf57c6,ICICI Bank
65d0f598a9f96d011aaf57c7,ICICI Bank
65d0f598a9f96d011aaf57c8,ICICI Bank
65d0f598a9f96d011aaf57c9,ICICI Bank
65d0f598a9f96d011aaf57ca,ICICI Bank
65d0f598a9f96d011aaf57cb,ICICI Bank
65d0f598a9f96d011aaf57cc,ICICI Bank
65d0f598a9f96d011aaf57cd,ICICI Bank
65d0f598a9f96d011aaf57ce,ICICI Bank
65d0f598a9f96d011aaf57cf,Punjab National Bank
65d0f598a9f96d011aaf57d0,Punjab National Bank
65d0f598a9f96d011aaf57d1,Punjab National Bank
65d0f598a9f96d011aaf57d2,Punjab National Bank
65d0f598a9f96d011aaf57d3,Punjab National Bank
65d0f598a9f96d011aaf57d4,Punjab National Bank
65d0f598a9f96d011aaf57d5,Punjab National Bank
65d0f598a9f96d011aaf57d6,Punjab National Bank
65d0f598a9f96d011aaf57d7,Diana Napociana Faria
65d0f598a9f96d011aaf57d8,ICICI Bank
65d0f598a9f96d011aaf57d9,ICICI Bank
65d0f58fa9f96d011aaf4269,Hospedaria Abrige De Botelho - STAAH
65d0f58fa9f96d011aaf426a,Wild Flower Villas
65d0f58fa9f96d011aaf426b,Tangerine Boutique Resort - STAAH
65d0f58fa9f96d011aaf426c,Athi Resort - STAAH
65d0f58fa9f96d011aaf426d,Hdfc Bank
65d0f58fa9f96d011aaf426e,Aastha Escape -  STAAH
65d0f58fa9f96d011aaf426f,Acron BNB - STAAH (New)
65d0f58fa9f96d011aaf4270,Acron Candolim Regina - STAAH
65d0f58fa9f96d011aaf4271,Acron Seaway Resort - STAAH
65d0f58fa9f96d011aaf4272,Acron Waterfront Resort - STAAH
65d0f58fa9f96d011aaf4273,Aero Village - STAAH
65d0f58fa9f96d011aaf4274,Alagoa Beach Resort - STAAH
65d0f58fa9f96d011aaf4275,Hotel Amani (Ajgaonkar) - STAAH
65d0f58fa9f96d011aaf4276,Amour Resort - STAAH
65d0f58fa9f96d011aaf4277,Andores Resort & Spa - STAAH
65d0f58fa9f96d011aaf4278,Antares Beach Resort - STAAH
65d0f58fa9f96d011aaf4279,Arotel Rooms & Suites - STAAH
65d0f58fa9f96d011aaf427a,Athi Resort - STAAH
65d0f58fa9f96d011aaf427b,Baga High Q - STAAH
65d0f58fa9f96d011aaf427c,Bambolim Beach Resort - STAAH
65d0f58fa9f96d011aaf427d,Bay 15 - STAAH (New)
65d0f58fa9f96d011aaf427e,Baywatch Resort - STAAH
65d0f58fa9f96d011aaf427f,Bedrock Boutique Hostel - STAAH
65d0f58fa9f96d011aaf4280,Beira Mar Beach Resort - STAAH
65d0f58fa9f96d011aaf4281,Beleza...by the Beach - STAAH
65d0f58fa9f96d011aaf4282,Bogmallo Beach Resort - STAAH
65d0f58fa9f96d011aaf4283,Boomerang  Ashvem (C) - STAAH
65d0f58fa9f96d011aaf4284,Cabo Serai - STAAH
65d0f58fa9f96d011aaf4285,Calangute Beach Resort - STAAH
65d0f58fa9f96d011aaf4286,Calangute Grande (Baba Hotels) - STAAH
65d0f58fa9f96d011aaf4287,Goa Electronics - STAAH
65d0f58fa9f96d011aaf4288,Goa Tourism Development Corporation Limited - STAAH
65d0f58fa9f96d011aaf4289,Casa De Goa - STAAH
65d0f58fa9f96d011aaf428a,Casa Menezes - STAAH
65d0f58fa9f96d011aaf428b,Casa Severina - STAAH
65d0f58fa9f96d011aaf428c,Casablanc Beach Resorts LLP -STAAH
65d0f58fa9f96d011aaf428d,Cavala - The Seaside Resort - STAAH
65d0f58fa9f96d011aaf428e,Chances Resort And Casino - STAAH
65d0f58fa9f96d011aaf428f,Cochichos Resort - STAAH
65d0f58fa9f96d011aaf4290,Coconut Creek - STAAH
65d0f58fa9f96d011aaf4291,De Mandarin Bangalore - STAAH New
65d0f58fa9f96d011aaf4292,De Mandarin Beach Suites - STAAH
65d0f58fa9f96d011aaf4293,De Mandarin Goa - STAAH
65d0f58fa9f96d011aaf4294,Devasthali - STAAH
65d0f58fa9f96d011aaf4295,Andores Resort & Spa - STAAH
65d0f58fa9f96d011aaf4296,Eros Boutique - STAAH New
65d0f58fa9f96d011aaf4297,Estrela Do Mar - STAAH
65d0f58fa9f96d011aaf4298,Fahrenheit Hotels and Resorts - STAAH
65d0f58fa9f96d011aaf4299,Ginger Tree Anjuna - STAAH New
65d0f58fa9f96d011aaf429a,Golden Tulip - STAAH
65d0f58fa9f96d011aaf429b,Goveia Holiday Homes - STAAH New
65d0f58fa9f96d011aaf429c,Graciano Cottages - STAAH
65d0f58fa9f96d011aaf429d,Grandeur De Sanchi - STAAH
65d0f58fa9f96d011aaf429e,Granpa's Inn - STAAH
65d0f58fa9f96d011aaf429f,Hospedaria Abrige De Botelho - STAAH
65d0f58fa9f96d011aaf42a0,Hotel Avisha Residency - STAAH
65d0f58fa9f96d011aaf42a1,Hotel Calangute Towers - STAAH
65d0f58fa9f96d011aaf42a2,Hotel Goan Heritage - STAAH
65d0f58fa9f96d011aaf42a3,Iora Baga Beach - STAAH
65d0f58fa9f96d011aaf42a4,Hotel La Capitol - STAAH
65d0f58fa9f96d011aaf42a5,Hotel Mayura - STAAH
65d0f58fa9f96d011aaf42a6,Hotel Park Plaza - STAAH
65d0f58fa9f96d011aaf42a7,Hotel Reemz - STAAH
65d0f58fa9f96d011aaf42a8,Hotel Rezo's - STAAH
65d0f58fa9f96d011aaf42a9,I Love Bell Bottoms Pvt Ltd - STAAH
65d0f58fa9f96d011aaf42aa,Dempo River Sal Resort & Spa - STAAH
65d0f58fa9f96d011aaf42ab,Joia Do Mar (Pentacle) - STAAH New
65d0f58fa9f96d011aaf42ac,Jolan's Guest House - STAAH
65d0f58fa9f96d011aaf42ad,Kalki Resorts
65d0f58fa9f96d011aaf42ae,Kamat's Hilltop Leisure - STAAH
65d0f58fa9f96d011aaf42af,Royal Haathi Mahal - STAAH
65d0f58fa9f96d011aaf42b0,Koko Maya by Stonewoods - STAAH
65d0f58fa9f96d011aaf42b1,La Grace Resort - STAAH
65d0f58fa9f96d011aaf42b2,La Cabana Beach & Spa - STAAH
65d0f58fa9f96d011aaf42b3,La Sunila (C) - STAAH
65d0f58fa9f96d011aaf42b4,Lario's Beach Holidays - STAAH
65d0f58fa9f96d011aaf42b5,Mansionhaus - STAAH
65d0f58fa9f96d011aaf42b6,Maravilha Boutique Resort - STAAH New
65d0f58fa9f96d011aaf42b7,Marbela Resort - STAAH (C)
65d0f58fa9f96d011aaf42b8,Marina Bay - STAAH New
65d0f58fa9f96d011aaf42b9,Marquis Beach Resort - STAAH
65d0f58fa9f96d011aaf42ba,Mateus Boutique Hotel - STAAH
65d0f58fa9f96d011aaf42bb,Mi Casa by the Sea - STAAH
65d0f58fa9f96d011aaf42bc,Nanu Beach Resort - STAAH
65d0f58fa9f96d011aaf42bd,Nanu Resort Arambol - STAAH
65d0f58fa9f96d011aaf42be,Nanutel - STAAH
65d0f58fa9f96d011aaf42bf,Nazri Resort - STAAH
65d0f58fa9f96d011aaf42c0,Neelam's The Grand - STAAH
65d0f58fa9f96d011aaf42c1,Nilaya Hermitage 1 - STAAH
65d0f58fa9f96d011aaf42c2,Nirvana Hill Resort - STAAH
65d0f58fa9f96d011aaf42c3,Pescador - Absolute Waterfront - STAAH
65d0f58fa9f96d011aaf42c4,O Pierre - STAAH New
65d0f58fa9f96d011aaf42c5,Ocean Suite (C) - STAAH
65d0f58fa9f96d011aaf42c6,Oxel House - STAAH New
65d0f58fa9f96d011aaf42c7,Phoenix Park Inn Resort - STAAH
65d0f58fa9f96d011aaf42c8,Pinto Rosario Square - Resort & Spa - STAAH
65d0f58fa9f96d011aaf42c9,Prainha Resort By The Sea - STAAH
65d0f58fa9f96d011aaf42ca,Okean De Goa (DeSol) - STAAH
65d0f58fa9f96d011aaf42cb,Radisson Goa Candolim - STAAH
65d0f58fa9f96d011aaf42cc,Rendezvous Beach Resort - STAAH (C)
65d0f58fa9f96d011aaf42cd,Resort De Alturas - STAAH
65d0f58fa9f96d011aaf42ce,Martins Siesta - STAAH
65d0f58fa9f96d011aaf42cf,Resort Rio - STAAH
65d0f58fa9f96d011aaf42d0,Resort The Lohias - STAAH
65d0f58fa9f96d011aaf42d1,Rio Boutique - STAAH
65d0f58fa9f96d011aaf42d2,Riva Beach Resort - STAAH
65d0f58fa9f96d011aaf42d3,Riva Gold Coast - STAAH
65d0f58fa9f96d011aaf42d4,Rock Valley - STAAH
65d0f58fa9f96d011aaf42d5,Salcete Beach Resort - STAAH
65d0f58fa9f96d011aaf42d6,Sandalwood Hotel & Retreat - STAAH
65d0f58fa9f96d011aaf42d7,Sanskruti Quality Resort - STAAH
65d0f58fa9f96d011aaf42d8,Sea Mist Resorts - STAAH
65d0f58fa9f96d011aaf42d9,Sea Queen Beach Resort & Spa - STAAH
65d0f58fa9f96d011aaf42da,Sea Shell Villas - STAAH
65d0f58fa9f96d011aaf42db,Shanu's Seaside Inn - STAAH
65d0f58fa9f96d011aaf42dc,Sibaya Beach Resort - STAAH
65d0f58fa9f96d011aaf42dd,Silver Sands Hideaway - STAAH
65d0f58fa9f96d011aaf42de,Silver Sands Holiday Village - STAAH
65d0f58fa9f96d011aaf42df,Silver Sands Serenity - STAAH
65d0f58fa9f96d011aaf42e0,Silver Sands Sunshine - STAAH
65d0f58fa9f96d011aaf42e1,Sinq Properties - STAAH
65d0f58fa9f96d011aaf42e2,Sinq Properties - STAAH
65d0f58fa9f96d011aaf42e3,Sinq Properties - STAAH
65d0f58fa9f96d011aaf42e4,Sinq Properties - STAAH
65d0f58fa9f96d011aaf42e5,Sinq Properties - STAAH
65d0f58fa9f96d011aaf42e6,Sonesta Inn Pvt. Ltd./Hotel
65d0f58fa9f96d011aaf42e7,Soul Vacation - STAAH
65d0f58fa9f96d011aaf42e8,Span Suites & Villas - STAAH
65d0f58fa9f96d011aaf42e9,Spazio Leisure Resort -  STAAH (New)
65d0f58fa9f96d011aaf42ea,Stonewoods Beach Resort & Spa - STAAH
65d0f58fa9f96d011aaf42eb,Stone Woods Nature Resort - STAAH New
65d0f58fa9f96d011aaf42ec,Stone Wood Riverfront Resort - STAAH
65d0f58fa9f96d011aaf42ed,Stone Wood Resort & Spa - STAAH
65d0f58fa9f96d011aaf42ee,Stonewood Village resort - STAAH
65d0f58fa9f96d011aaf42ef,Sun City Resort - STAAH
65d0f58fa9f96d011aaf42f0,Sunset Beach Resort - STAAH
65d0f58fa9f96d011aaf42f1,Tangerine Boutique Resort - STAAH
65d0f58fa9f96d011aaf42f2,The Acacia Hotel & Spa Goa - STAAH
65d0f58fa9f96d011aaf42f3,The Acacia Morjim Oceanfront - STAAH
65d0f58fa9f96d011aaf42f4,The Baga Beach Resort - STAAH
65d0f58fa9f96d011aaf42f5,The Crown - STAAH
65d0f58fa9f96d011aaf42f6,The Flora Grand - STAAH New
65d0f58fa9f96d011aaf42f7,The Flora Residency - STAAH New
65d0f58fa9f96d011aaf42f8,The HQ - STAAH
65d0f58fa9f96d011aaf42f9,The Ocean Park (New) - STAAH
65d0f58fa9f96d011aaf42fa,The White Balcao - STAAH
65d0f58fa9f96d011aaf42fb,Ultimate Stay - STAAH
65d0f58fa9f96d011aaf42fc,Vacayom Homestay Hospitality - STAAH
65d0f58fa9f96d011aaf42fd,Varanda Do Mar - STAAH
65d0f58fa9f96d011aaf42fe,Vedic Resorts & Hotels Pvt. Ltd - STAAH
65d0f58fa9f96d011aaf42ff,Veera Strand Park Serviced Apartments - STAAH
65d0f58fa9f96d011aaf4300,Villa De Orange - STAAH
65d0f58fa9f96d011aaf4301,Viva Hotel -  STAAH
65d0f58fa9f96d011aaf4302,Vivenda Rebelo - STAAH New
65d0f58fa9f96d011aaf4303,Whispering Palms - STAAH
65d0f58fa9f96d011aaf4304,White Square Nirvana - STAAH
65d0f58fa9f96d011aaf4305,White Woods Resort & Spa - STAAH
65d0f58fa9f96d011aaf4306,Wood House Beach Resort - STAAH
65d0f58fa9f96d011aaf4307,YU Hotel - STAAH
65d0f58fa9f96d011aaf4308,Bellflower Alidia Beach Resort - STAAH
